UnitID,Institution Name,NCAA/NAIA conference number football (IC2014),State abbreviation (HD2014),FIPS state code (HD2014),Sector of institution (HD2014),Percent of undergraduate students awarded Pell grants (SFA1415_RV),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  State unknown),On campus  other expenses 2014-15 (IC2014_AY),Off campus (not with family)  other expenses 2014-15 (IC2014_AY),Off campus (with family)  other expenses 2014-15 (IC2014_AY),On campus  other expenses 2014-15 (IC2014_PY),Off campus (not with family)  other expenses 2014-15 (IC2014_PY),Off campus (with family)  other expenses 2014-15 (IC2014_PY),Grand total (EF2014B_RV  Undergraduate  Age 25 and over total),
164739,Bentley University,153,MA,25,2,16,839,,,,,31,3,97,,1,9,1,2,,6,,1,2,,,24,5,353,1,2,1,1,1,,1,47,60,,128,1,,2,1,,11,18,1,,1,5,,10,3,5,,4,,,1200,1200,5350,,,,,
219046,Black Hills State University,159,SD,46,1,31,507,,2,6,,6,26,,,,2,,,,,,2,,,,,,1,,3,,1,8,10,4,,,,,1,12,2,,1,1,,,346,1,,1,,,,,3,59,9,4300,4300,4300,,,,1097,
211158,Bloomsburg University of Pennsylvania,158,PA,42,1,33,2171,,,,,3,,5,5,,2,,,,,,1,,,,,14,3,,,,,,,,2,130,,40,,,,,,1965,,,,,,,,1,,,,,,4320,4320,12488,,,,437,
237215,Bluefield State College,-2,WV,54,1,57,237,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,4,,,,20,,207,,,,,3200,3200,,,,593,
142115,Boise State University,203,ID,16,1,33,2219,1,15,15,2,346,27,,,,4,4,9,1396,3,2,3,,1,1,1,2,3,2,4,,2,25,1,45,,1,3,,2,4,2,,77,4,,,2,2,11,21,1,5,165,,1,3,1,5090,5090,4026,,,,5529,
162007,Bowie State University,140,MD,24,1,52,594,,,,,,,1,1,25,,2,2,,,,,,,1,,540,,,,,,,,,,5,,4,,,1,,,3,,,,,,,,7,,,,,2,1600,1600,1600,,,,,
201441,Bowling Green State University-Main Campus,119,OH,39,1,32,2996,1,,1,,10,1,2,,,5,,,,50,19,1,,2,,,7,2,191,1,,3,,,,,16,,29,5,,2587,1,,32,1,2,1,1,8,,,6,,1,6,,4,4238,5514,5576,,,,886,
110556,California State University-Fresno,203,CA,6,1,56,3464,,,,,3435,1,,1,,3,,1,1,,,,,,1,,1,,,,,,,1,3,,,,2,3,,1,,2,,,,,,3,,,,5,,,,,2265,2689,2545,,,,3154,
211361,California University of Pennsylvania,158,PA,42,1,39,1014,,,,,2,1,1,,1,2,1,,,1,,,,1,,,9,1,1,1,,,,,,1,5,,5,,,9,,,961,,,1,,,,,7,1,2,,,,4457,4457,6357,,,,1125,
219806,Carson-Newman University,160,TN,47,2,40,482,1,,2,,3,1,2,,,12,24,,,1,1,,,5,,,2,1,,,,1,,,,,4,,,21,,8,,,1,,10,,368,2,,,11,,1,,,,4080,3338,4428,,,,103,
198215,Catawba College,160,NC,37,2,44,340,1,,1,,3,1,5,1,,18,7,,,1,,,,1,,2,14,1,,,,1,,,,2,3,,2,238,,1,,,3,,19,,,2,,,13,,,,,,3113,3113,3113,,,,,
169248,Central Michigan University,119,MI,26,1,35,3794,,,1,,1,4,,1,,7,6,2,,82,23,1,1,1,,,2,,3598,6,,1,,,,,4,,1,1,,11,,,13,,1,,2,6,,,3,1,,12,2,,1170,1170,1670,,,,2719,
201690,Central State University,308,OH,39,1,73,401,5,,,,2,,,,7,,,,,84,22,,,,,,5,,77,4,,,,,,,1,,,1,,176,1,,,,,,1,3,,,,,,12,,,1500,2400,2400,,,,238,
234827,Central Washington University,213,WA,53,1,35,1358,,6,1,1,15,2,,,,,,6,7,,2,,1,,,,,1,1,1,1,,2,1,1,,,,,1,,,,14,,,,,,,1,,1,1292,,,,,3012,3012,3012,,,,2100,
180948,Chadron State College,159,NE,31,1,35,450,,1,1,1,15,49,,,,5,1,,2,,,,3,,,,1,,3,,,2,3,249,,,,,,1,,1,,2,,,,66,1,3,,,1,6,,1,32,,3872,3872,3872,,,,564,
198303,Chowan University,140,NC,37,2,73,522,,,,,,1,2,,1,6,4,,,1,,,,1,,,47,,,,,,,,,,2,,2,313,,1,,,,,4,,,,,,136,,1,,,,1640,1640,1640,,,,101,
211644,Clarion University of Pennsylvania,158,PA,42,1,39,982,,,1,,,1,2,,2,,,,,1,,,,1,,,9,2,,,,,,,,,6,,10,2,,8,,,933,1,,,,,,,3,,,,,,3775,3700,2850,,,,849,
138947,Clark Atlanta University,161,GA,13,2,72,685,8,,2,3,56,3,7,7,28,38,186,1,,44,5,,1,3,6,,38,2,15,7,4,,7,1,4,,13,,38,17,,20,,2,39,1,17,,21,19,,,15,1,,6,,,3465,,,,,,96,
218724,Coastal Carolina University,106,SC,45,1,38,2356,3,,4,,4,6,89,25,6,21,20,,,29,8,3,1,17,,8,162,103,11,4,,2,1,3,,17,155,1,169,97,,48,1,,159,9,970,1,14,7,,10,147,1,12,8,,,3858,4288,4586,,,,774,
127556,Colorado Mesa University,159,CO,8,1,39,1863,2,6,18,1,62,1567,2,1,,,,53,4,5,2,,1,1,1,,2,,4,1,,4,2,4,13,,3,6,,3,1,1,,9,1,,,3,,26,24,,4,9,,5,12,,2626,2626,2484,,,,2048,
126775,Colorado School of Mines,159,CO,8,1,17,961,,4,13,,44,582,3,2,,9,2,3,6,19,3,3,5,1,6,,2,3,4,13,,5,5,14,3,1,2,4,4,3,,12,10,9,6,1,2,1,3,109,5,1,3,19,1,6,3,2,2515,2610,2500,,,,319,
128106,Colorado State University Pueblo,159,CO,8,1,38,899,,5,12,2,35,748,,,,1,,5,2,,,,4,,,,1,,1,5,,,2,2,5,,,17,2,1,,,2,1,1,,1,1,,30,2,,1,9,,1,,,3636,3636,3492,,,,1092,
126818,Colorado State University-Fort Collins,203,CO,8,1,24,4342,1,15,37,3,213,3319,12,2,,25,5,25,7,91,11,4,22,1,3,2,12,21,21,39,1,25,9,12,17,10,12,41,16,7,7,15,8,19,23,2,5,9,2,97,16,4,17,45,1,23,8,,2006,2006,2006,,,,2497,
237330,Concord University,370,WV,54,1,50,418,,,1,,,1,,2,1,4,,,,,1,,,1,,,12,,1,,,,,,,,1,,2,7,,7,,,,,1,,,2,,,23,,351,,,,2944,2944,2944,,,,372,
173328,Concordia University-Saint Paul,155,MN,27,2,38,230,,,,,2,,1,,,2,1,,,11,,1,,,,,,,,182,,,,1,,,,,,,,,,,1,,,1,1,,,,,1,,25,,,2000,2000,2000,,,,1014,
169479,Davenport University,-2,MI,26,2,49,622,,,,,1,,,,,1,,1,,8,4,,,,,,,1,598,1,,,,,,,,,1,1,,2,,,,,,,,,2,,1,,,,,,2948,4460,4460,,,,3863,
175616,Delta State University,146,MS,28,1,43,400,10,1,2,5,,,,,,7,3,,,2,,,,,8,,,,,,339,2,,,,,,,2,1,,,,,,,,,13,4,,,,,,1,,,4025,4025,11225,,,,479,
198464,East Carolina University,372,NC,37,1,34,4215,2,,,,2,3,31,7,1,16,6,,,2,2,,,,1,2,102,25,,3,1,,,,,4,116,,42,3556,,11,,,54,1,9,,1,1,,1,205,,2,,1,5,4892,4892,10409,,,,3514,
207041,East Central University,367,OK,40,1,45,576,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,536,,,,,,,34,,,,,,,,,2110,4496,4336,,,,850,
212115,East Stroudsburg University of Pennsylvania,158,PA,42,1,35,1284,,,,,,,3,7,1,,,,,,,,,,,,5,1,,,,,,,,2,212,,80,,,1,,,963,,1,,,2,,,5,1,,,,,3057,4759,4824,,,,573,
169798,Eastern Michigan University,119,MI,26,1,44,2590,1,,3,,8,,,,1,3,2,,,21,12,2,1,,1,,5,,2234,5,,,1,,,,4,,4,4,,254,,,5,1,1,,1,2,,,1,,,5,,8,2258,2598,3358,,,,4577,
187648,Eastern New Mexico University-Main Campus,147,NM,35,1,36,630,,,4,,8,12,,,,2,1,,,1,1,,2,,,1,,,1,1,,,,,1,,1,509,2,,,,1,,,,1,1,,78,,,,1,,,1,,4375,4375,4375,,,,1164,
212160,Edinboro University of Pennsylvania,158,PA,42,1,48,1230,,,1,,2,,,1,,3,2,,,,,,1,,1,,10,1,3,,,1,,,1,,13,,58,,,66,,,1055,,,,,1,,2,5,1,2,,,,2150,2200,2500,,,,731,
133526,Edward Waters College,337,FL,12,2,82,222,2,,,,,,,,1,187,,16,,,,,,,,,2,,,,1,,,,,,1,,3,1,,,2,,1,,1,,,1,,,,,,1,,2,4152,4152,4152,,,,,
198507,Elizabeth City State University,140,NC,37,1,71,207,,,,,,,1,,5,1,,,,,,,,,,,2,,,,,,,,,,,,1,192,,,,,,,,,,,,,4,1,,,,,1000,1643,1643,,,,349,
232025,Emory & Henry College,192,VA,51,2,39,283,,,,,1,,,,,2,15,,,,1,,,2,,,4,2,,1,,1,,,1,,1,1,5,40,,2,,,4,,,,27,1,,,169,,3,,,,3200,3550,3550,,,,21,
155025,Emporia State University,148,KS,20,1,39,723,,,,,,1,1,,,,,,,5,,1,646,,,,,,,1,,36,,3,,,,,,,,,17,,,,,,,12,,,,,,,,,3408,3408,3408,,,,618,
217998,Erskine College,-2,SC,45,2,43,179,,,,,3,,,,,1,12,,,,,,,,,,1,,,,,,,,,,,,2,9,,,,,1,,145,,4,1,,,,,,,,,3875,1300,11500,,,,4,
237367,Fairmont State University,370,WV,54,1,50,682,,,1,,,,,3,4,9,,,,1,3,,,,,,20,1,,,,,,,,,2,,1,5,,15,,,13,,2,,,1,,,12,,589,,,,2500,3400,3400,,,,975,
198543,Fayetteville State University,140,NC,37,1,60,476,,,,,3,,1,,8,2,2,,,1,,,,,1,,5,,,,,,,,,,1,,,443,,,,,,,2,,1,1,,,2,,,,,3,2198,2198,2198,,,,2287,
169910,Ferris State University,144,MI,26,1,40,1903,,,,,,2,,,,5,,,,55,16,3,,,,,,,1772,2,,3,1,1,,,2,,7,1,,16,,,2,,,,,1,,,,,,12,,2,1480,1480,2430,,,,3282,
133669,Florida Atlantic University,111,FL,12,1,40,2874,1,,2,,6,2,12,,,2561,12,1,,16,2,2,2,1,2,,19,14,2,3,1,4,,1,,3,57,1,56,10,,10,3,,23,3,1,,3,14,,1,12,1,,5,,5,3892,5320,5320,,,,7089,
133951,Florida International University,111,FL,12,1,55,3658,1,,1,,9,2,2,,2,3472,14,,1,8,2,,1,1,1,,7,3,,4,,1,,1,,2,15,,16,9,,13,2,,6,1,,,1,11,,,10,,,,1,38,4520,5354,7396,,,,10948,
155061,Fort Hays State University,148,KS,20,1,29,1019,,1,1,1,8,124,,,,9,2,,1,1,1,,766,,2,1,,1,1,1,,14,,55,,,,,2,1,,2,2,,3,,1,1,2,8,,,4,1,1,1,,,3976,3976,2010,,,,3613,
127185,Fort Lewis College,159,CO,8,1,34,778,,31,60,3,23,384,1,,,4,2,,2,14,1,2,2,,,,4,3,2,7,,3,2,3,6,3,1,124,2,3,,3,31,3,,,1,7,2,24,4,,3,1,,7,,,4748,4882,4754,,,,580,
139719,Fort Valley State University,161,GA,13,1,76,222,,1,,,,,,,,3,215,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,4905,500,500,,,,400,
182795,Franklin Pierce University,342,NH,33,2,28,449,,1,1,,3,1,64,2,,3,1,,1,,,,,,,21,2,174,1,1,,,,,1,85,8,,42,,1,,,,1,22,,,,1,,11,,1,,,,,2100,3100,3100,,,,,
162584,Frostburg State University,172,MD,24,1,36,943,,,,,2,,,7,11,,,,,1,1,,,,,,886,,,,,,,,,,2,,1,,,,,,13,,,,,,,,17,,1,,,1,1806,3606,3606,,,,717,
212601,Gannon University,158,PA,42,2,26,561,,1,1,1,3,,3,,,,2,1,,5,1,,,,,,4,1,4,,,,1,,,1,5,,91,,,55,,,373,,,,,2,,1,1,1,3,,,,2336,2336,2336,,,,290,
139931,Georgia Southern University,134,GA,13,1,38,3441,6,,2,,4,,3,3,,47,3278,1,,3,3,,2,3,,,7,1,,,1,2,,,,1,11,,4,15,,,2,,9,2,14,,5,3,,1,6,,1,,1,,5654,5654,5654,,,,1502,
139940,Georgia State University,134,GA,13,1,53,3648,17,,,1,9,1,1,,,14,3493,2,,10,3,,,1,3,1,8,3,10,2,4,,,,,,3,,11,8,,7,1,1,3,,9,,6,4,,1,4,1,2,2,,2,2340,4410,4410,,,,5295,
237385,Glenville State College,370,WV,54,1,36,344,2,,,,1,,,1,8,10,,,,,1,,,,,,8,,,,,,,,,,,,,,,8,,,3,,,,,,,,10,,292,,,,5658,5358,4558,,,,,
170082,Grand Valley State University,144,MI,26,1,35,4166,,1,,,3,1,,,,7,3,,,217,42,,1,1,,,,2,3846,3,,1,,,1,,1,,5,1,,15,,,1,,1,,,5,,,,1,,7,,,1810,1310,1810,,,,1991,
107044,Harding University,367,AR,5,2,26,1031,39,1,4,277,25,14,,,,35,21,,2,23,20,2,12,12,12,1,4,,18,4,19,48,,2,,,1,1,10,15,,15,28,4,10,,4,1,143,175,,,10,8,8,3,,,3200,3200,3200,,,,,
107071,Henderson State University,367,AR,5,1,55,768,,,,637,2,,,,,4,,,,,1,,1,,9,,,,1,,4,1,,,1,,1,,,,,,6,,,,,,6,94,,,,,,,,,4276,5676,4876,,,,,
170286,Hillsdale College,144,MI,26,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,,
213020,Indiana University of Pennsylvania-Main Campus,158,PA,42,1,37,2787,,,,,,,3,4,5,1,,,,,2,,,,,,36,1,,,,,,,,,36,,17,,,13,,,2637,,2,,,,,1,25,,3,1,,,2184,2184,2430,,,,789,
151351,Indiana University-Bloomington,107,IN,18,1,16,7086,5,1,14,2,230,23,54,1,4,89,35,1,,1016,4407,3,25,38,1,5,53,46,82,51,1,,71,9,5,2,159,1,163,17,,188,2,3,65,1,7,1,27,64,3,2,40,6,1,43,2,17,3036,3036,4070,,,,988,
153603,Iowa State University,108,IA,19,1,21,5727,2,,6,4,41,32,5,1,2,9,3,,2,853,11,3509,23,3,,3,7,5,14,705,,54,,111,2,1,11,1,13,3,2,12,4,1,9,,1,27,2,75,,,11,6,,128,,13,2430,2430,2430,,,,1600,
198756,Johnson C Smith University,140,NC,37,2,70,233,1,,,,7,,2,1,6,13,14,,,2,2,,,2,2,,22,2,,1,,,,,,,,,,125,,3,,3,,,14,,,1,,,10,,,,,,5100,5100,5100,,,,250,
155399,Kansas State University,108,KS,20,1,24,3627,1,,9,5,36,57,5,,,13,4,5,,50,5,11,2944,3,,,9,5,4,25,1,175,2,47,3,1,8,8,3,6,1,4,21,2,7,1,,3,2,101,3,,16,9,1,8,,3,4112,4112,4782,,,,2134,
203517,Kent State University at Kent,119,OH,39,1,32,4170,3,,3,,11,4,7,3,4,21,6,,1,57,9,1,4,5,1,2,39,7,32,2,1,4,1,,1,2,16,1,71,4,,3433,,1,351,2,4,,3,9,,,17,5,1,9,,12,4206,4206,5214,,,,3325,
157058,Kentucky State University,161,KY,21,1,64,289,1,,,,4,,,,2,1,7,2,,31,19,1,,143,,,,,26,,,6,,,,,2,,1,4,,32,,,1,,1,,2,1,,,,1,1,,,,2800,5402,4270,,,,426,
157076,Kentucky Wesleyan College,145,KY,21,2,50,224,5,,,,1,,,,,4,,,,5,20,1,,165,,,,,1,,,,,,,,,,2,1,,4,,,,,,,6,5,,,,,,,,4,3210,4260,4260,,,,,
213349,Kutztown University of Pennsylvania,158,PA,42,1,34,1763,,,,,2,,7,13,,,,,,1,1,,,,,,7,2,,1,,,,,1,,195,,14,2,,1,,,1514,1,,,,,,,1,,,,,,3720,3720,3720,,,,500,
