UnitID,Institution Name,NCAA/NAIA conference number football (IC2014),State abbreviation (HD2014),FIPS state code (HD2014),Sector of institution (HD2014),Percent of undergraduate students awarded Pell grants (SFA1415_RV),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2014C_RV  State unknown),On campus  other expenses 2014-15 (IC2014_AY),Off campus (not with family)  other expenses 2014-15 (IC2014_AY),Off campus (with family)  other expenses 2014-15 (IC2014_AY),On campus  other expenses 2014-15 (IC2014_PY),Off campus (not with family)  other expenses 2014-15 (IC2014_PY),Off campus (with family)  other expenses 2014-15 (IC2014_PY),Grand total (EF2014B_RV  Undergraduate  Age 25 and over total),
203580,Lake Erie College,144,OH,39,2,34,182,,,,,2,,,,,10,,1,,5,6,,,1,,1,3,,18,,,,,,1,,,,10,1,,115,,,5,1,,,,1,,1,,,,,,,3310,3530,3530,,,,55,
220598,Lane College,161,TN,47,2,92,312,8,,,8,3,,,,1,4,11,,,35,5,,,,1,,2,,32,,6,24,,,,,,,1,3,,,,,,,,,143,5,,,,,,20,,,2250,2400,3200,,,,,
198835,Lenoir-Rhyne University,160,NC,37,2,43,337,1,,,,1,,1,,,17,15,,,2,,,,,1,,8,,,,,,,,,,,,9,263,,,,,1,,7,,3,4,,,3,1,,,,,2850,2850,2850,,,,174,
218238,Limestone University,141,SC,45,2,53,477,1,,,,1,2,1,,,11,30,,,2,,,,2,,,13,1,1,1,,,,,,1,2,,13,38,,3,,,8,,313,,1,2,,,2,,,,,28,4232,3807,8832,,,,1641,
177940,Lincoln University,148,MO,29,1,50,532,,,1,1,18,2,,1,,1,6,,,77,5,1,8,,,,,,1,1,1,373,,7,1,,,,2,3,,3,1,,,,,,10,4,,,4,,,,,,3052,3342,3119,,,,558,
213598,Lincoln University,140,PA,42,1,63,296,,,,,5,1,1,16,17,,,,,,,,,,,,36,1,,,,1,,,1,,46,,39,1,,1,,,122,,,,,,,,7,,,1,,,2000,5000,5000,,,,179,
177968,Lindenwood University,148,MO,29,2,33,1020,1,2,5,2,9,4,1,1,,10,4,,,230,3,3,2,5,,,3,,5,5,,561,,,,,1,,6,,,7,1,1,4,,1,,5,13,,,2,3,,6,,114,6200,7000,7000,,,,2279,
198862,Livingstone College,140,NC,37,2,85,451,1,,,1,4,,6,,60,12,16,,,2,1,,,,,,23,1,7,,,1,,,1,,3,,8,262,,,,,3,,11,,1,1,,,15,,,,,11,2000,,,,,,74,
213613,Lock Haven University,158,PA,42,1,41,931,,,,,2,,1,1,1,,,,,1,,,,,,,10,,1,,,,,,,,27,,5,,,,,,879,,,,,,,,3,,,,,,3605,3605,3605,,,,397,
159391,Louisiana State University and Agricultural & Mechanical College,130,LA,22,1,20,5573,30,2,3,9,41,12,7,,1,60,102,2,1,30,7,1,5,9,4553,,27,13,6,1,46,9,1,1,3,3,18,5,19,11,,12,3,2,9,3,7,,26,418,2,,33,4,1,7,2,6,3096,3680,3680,,,,1380,
159647,Louisiana Tech University,111,LA,22,1,21,1835,1,1,,52,3,3,1,,,5,7,1,1,6,3,,3,,1564,,3,,1,1,15,2,,,,1,1,2,2,,,2,,,2,,1,,3,138,3,,1,4,,1,1,,2343,3798,4692,,,,1332,
198899,Mars Hill University,160,NC,37,2,61,389,,,,,1,2,,,,30,21,,,2,,,,1,,1,4,,,,1,,,,,,,,2,288,,1,,,,,22,,6,,,,7,,,,,,1900,,1600,,,,188,
237525,Marshall University,111,WV,54,1,44,1836,1,,2,,7,3,2,1,33,15,11,,1,2,5,,,36,,3,34,,3,2,1,2,,,,,4,,12,6,,166,2,,15,,8,,1,3,,,31,,1424,,,,2348,3148,6098,,,,1564,
147013,McKendree University,145,IL,17,2,36,411,,,1,,11,,,,,5,1,,,316,3,2,2,,1,,,,4,1,,47,,,,,1,,2,1,,,,,,,,,1,5,1,,,,,6,,,2550,3250,3200,,,,936,
213987,Mercyhurst University,158,PA,42,2,30,539,,,2,,4,3,2,2,,8,,1,,9,4,1,,,1,,18,5,10,1,,2,,,,3,10,,147,,,70,,,226,2,,,,2,,1,2,2,1,,,,1750,1750,1750,,,,,
204024,Miami University-Oxford,119,OH,39,1,12,3409,1,,2,1,46,36,62,1,3,17,22,,,399,106,4,6,47,,,48,43,110,45,,51,,1,,4,39,,63,16,,2064,1,2,64,2,2,,24,9,1,1,36,3,6,20,,1,2777,2777,5017,,,,314,
171100,Michigan State University,107,MI,26,1,22,6813,3,4,5,2,95,8,21,,1,52,18,3,1,335,28,1,5,7,2,1,28,28,5758,15,,8,,2,3,2,53,2,64,8,,64,2,,54,3,4,1,4,49,2,2,22,8,,23,12,,1886,1886,1886,,,,1302,
171128,Michigan Technological University,144,MI,26,1,25,1179,,1,2,,3,4,1,,,3,,2,,51,9,1,,1,,1,,,881,68,,,1,1,3,1,,,3,3,,2,,,2,,,,1,1,1,2,4,1,,124,,1,2300,2300,2300,,,,,
220978,Middle Tennessee State University,111,TN,47,1,44,2846,7,,,6,3,2,,,,4,36,1,,11,3,,1,11,4,,5,2,3,2,5,1,,,1,2,2,,2,1,,9,,,4,,5,,2690,5,,,11,1,4,2,,,4066,4066,4066,,,,4519,
226833,Midwestern State University,147,TX,48,1,39,806,,,,,1,2,,,,1,1,1,,2,,,,,,,,,,,,,,,1,,1,1,,,,,5,,,,,,,788,,,1,,,,,1,1783,1783,1076,,,,1320,
101675,Miles College,161,AL,1,2,85,473,301,,,1,29,1,,,1,7,83,,,,,,,,1,,,,3,,1,,,,2,,1,,,1,,2,,,,,,,4,2,1,,,,,1,,31,2768,2928,2928,,,,,
214041,Millersville University of Pennsylvania,158,PA,42,1,34,1357,,,,,,,1,9,2,1,,,,,,,,,,,44,,,,,,,,,1,44,,4,,,1,,,1246,,,,1,,,1,1,1,,,,,2550,2810,3100,,,,745,
174358,Minnesota State University Moorhead,155,MN,27,1,30,871,,,2,,4,4,,,,,1,1,,7,,3,,,,,,2,,613,,,,,1,,,,1,,185,1,,1,,,,23,,,,,1,,,21,,,3252,3252,3252,,,,,
173920,Minnesota State University-Mankato,155,MN,27,1,28,2278,,2,1,,2,1,1,,,2,,1,,22,3,40,1,,,,,2,,1938,,2,1,4,,,1,,2,,10,1,1,,,,,65,1,,1,1,2,2,,168,,,2326,3154,3154,,,,,
200253,Minot State University,155,ND,38,1,20,294,,,5,,14,,,,,7,1,1,1,1,,,1,,,,1,,,7,,1,11,1,,,,,1,1,221,,,3,,,,2,,4,2,,,4,,3,1,,3438,3438,2234,,,,767,
176053,Mississippi College,146,MS,28,2,33,558,66,,,2,3,7,1,1,,25,5,,,2,,1,1,1,41,,,,1,,327,2,,,,,1,,,3,,,,,,,,,36,31,,,,1,,,,,3823,3947,5684,,,,488,
176080,Mississippi State University,130,MS,28,1,33,2943,266,1,,30,7,,3,1,,60,139,,,23,1,4,4,6,40,,10,3,6,1,1820,18,,2,1,4,7,,6,14,,11,1,1,4,1,16,1,304,88,,,31,3,,4,1,,5326,5326,5326,,,,1628,
178341,Missouri Southern State University,148,MO,29,1,56,845,,,1,27,1,,,,,3,1,1,,33,,,43,,1,,,,,,1,668,,,,,1,1,,,,,56,,,,,1,,3,1,,1,,,1,,,3289,3874,3874,,,,1672,
178411,Missouri University of Science and Technology,145,MO,29,1,24,1268,1,1,1,9,2,4,1,1,1,4,,,,99,5,4,11,1,,,5,1,2,5,2,1044,,4,,,,1,1,2,,2,12,1,3,,1,1,5,20,,,1,4,,6,,,2540,,,,,,464,
178387,Missouri Western State University,148,MO,29,1,43,1036,,,,2,4,3,,,,1,,,,13,1,15,38,,,1,1,,1,,,935,,12,,,,,,2,,,2,,,,,,,3,,,1,,,1,,,2665,2665,2665,,,,1169,
140553,Morehouse College,161,GA,13,2,49,518,11,,2,3,36,2,4,4,12,25,147,1,,28,2,1,1,2,6,1,44,6,9,,6,6,,1,,,10,,27,25,,9,2,,19,,9,,15,23,,,13,2,,3,,1,5800,5800,3400,,,,59,
187897,New Mexico Highlands University,159,NM,35,1,54,276,,,5,,53,4,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,185,,,,,,,,,,,,13,5,,1,6,,,,,3836,3836,3836,,,,983,
218414,Newberry College,160,SC,45,2,50,270,6,,,,2,,1,,,10,12,,,,,,,3,,,3,,4,1,1,,,,,1,,,1,8,,1,,,5,,203,,1,2,,,3,2,,,,,4000,4000,4000,,,,68,
218441,North Greenville University,141,SC,45,2,39,559,1,,,1,7,1,,,,14,20,1,,1,1,,,1,,1,2,2,1,1,,,1,,1,,,,1,63,,3,,1,4,,413,,4,4,,,7,,1,,,1,4310,4310,4310,,,,124,
207263,Northeastern State University,148,OK,40,1,50,920,,1,1,16,1,1,,,,,1,1,,,,2,8,,,,,,,,,6,,,,1,,,,,,,857,,,,,,,23,1,,,,,,,,1914,5374,5214,,,,2681,
147703,Northern Illinois University,119,IL,17,1,45,2524,1,,1,,1,,,,,10,1,,,2405,15,9,2,2,2,,,,9,3,,5,,2,,,1,,1,,,3,,1,1,,,1,,5,,,,,,38,,5,2662,2662,2662,,,,,
171456,Northern Michigan University,144,MI,26,1,37,1594,,,2,,9,,1,,,12,2,1,1,103,5,4,2,,,,1,,1260,38,,,2,1,,3,1,,2,1,,2,,,2,,,,2,3,,,1,1,,123,,9,1780,1780,1780,,,,1374,
219259,Northern State University,155,SD,46,1,20,338,,2,2,1,6,,1,,,1,,,,5,,,1,,,,,1,,46,,1,,5,1,,,,,,28,,,,,,,230,,3,,1,,,,2,1,,3800,3800,3800,,,,,
178624,Northwest Missouri State University,148,MO,29,1,35,1286,,,,1,4,2,,1,,8,,,,18,,164,29,1,,,,,1,1,,864,,180,,,,,1,,2,,,,,,,,2,1,,,1,,,4,,1,2500,2500,2500,,,,266,
207306,Northwestern Oklahoma State University,367,OK,40,1,34,327,,,1,1,10,2,,,,3,,,,2,,1,18,,1,,,1,,,,1,,3,,,,,,,,,252,,,,,1,,27,1,,1,,,,1,,3600,2500,2000,,,,375,
147767,Northwestern University,107,IL,17,2,14,1846,6,,11,3,219,28,40,2,8,68,34,3,2,549,28,19,14,8,5,4,31,56,53,33,1,31,,3,1,3,72,6,153,13,,57,2,15,46,2,4,2,23,71,1,2,26,28,,53,1,6,1965,1965,2949,,,,479,
171492,Northwood University,144,MI,26,2,41,355,,,,,2,,,,,3,1,,,11,3,,,15,5,,,,286,1,,,,,,,,,,1,,13,1,,4,,,,,4,,,2,,,3,,,2712,4064,4064,,,,,
204468,Notre Dame College,370,OH,39,2,30,324,,,3,,8,1,,,,4,,2,,3,,,3,,,,2,,12,,,1,,,,,3,,2,2,,265,1,,8,,1,,1,,,,2,,,,,,2072,2072,2072,,,,,
204617,Ohio Dominican University,144,OH,39,2,34,221,,,,,,,,,,1,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,213,,,2,,,,,,,,,,1,,,,2100,5113,4013,,,,456,
204796,Ohio State University-Main Campus,107,OH,39,1,21,6515,6,1,5,2,92,9,46,9,2,55,27,4,2,220,53,2,6,28,4,3,79,36,98,18,3,22,1,2,6,7,134,2,203,28,1,4921,6,4,180,4,11,1,22,42,2,1,58,10,12,24,,1,2680,2680,4594,,,,3638,
204857,Ohio University-Main Campus,119,OH,39,1,26,4310,3,,2,,21,5,11,2,1,13,14,1,,42,12,,1,12,1,1,45,8,14,4,,3,,2,,1,23,,44,12,,3783,2,,162,1,2,,,5,,1,33,2,17,4,,,2862,2862,6154,,,,6242,
207403,Oklahoma Baptist University,355,OK,40,2,38,472,1,1,12,,4,10,,,,,,,,1,,,9,1,,1,1,,1,1,,6,,1,,,2,1,,,,1,321,,1,,,,,91,1,,,2,1,1,,,4080,4080,3926,,,,,
207388,Oklahoma State University-Main Campus,108,OK,40,1,28,3994,1,1,11,53,38,35,4,2,,10,8,,4,33,10,6,98,2,10,1,2,3,5,,1,34,2,7,3,1,6,10,7,5,2,3,2662,1,6,,,3,3,878,2,1,5,7,1,6,1,,4560,4560,4560,,,,2503,
232982,Old Dominion University,111,VA,51,1,37,2747,1,1,1,1,7,,6,11,13,6,4,1,,4,1,,1,,,1,61,5,2,1,,1,,,,,24,,7,21,,2,,,23,,1,,2,,,2,2456,,1,1,,78,2875,2875,2875,,,,5401,
209542,Oregon State University,127,OR,41,1,30,3692,1,11,17,,413,27,,,,7,5,84,31,9,1,1,,,,,3,5,8,4,,3,6,2,17,,3,1,4,3,,5,3,2762,4,,1,2,2,15,7,1,5,201,,2,1,15,2577,2577,2577,,,,4840,
107512,Ouachita Baptist University,367,AR,5,2,28,411,4,,,231,3,1,,,,1,2,,,1,,,2,,7,,,,,,2,3,,,,,,,,3,,,11,,1,,1,,4,132,,,1,,,,1,,2470,2970,2770,,,,30,
194310,Pace University,153,NY,36,2,30,1800,,1,3,,73,11,91,3,2,43,15,1,1,6,3,1,3,3,2,3,31,62,11,3,1,2,1,,3,13,286,,917,10,,7,1,2,83,13,4,,5,34,,5,26,4,,9,,2,2144,2894,2894,,,,,
155681,Pittsburg State University,148,KS,20,1,38,1039,,,1,18,2,2,,,,1,,,,2,2,,688,1,,,,1,1,,,248,,1,,,,,,1,,,62,,,,,,,8,,,,,,,,,3474,3987,3987,,,,897,
130183,Post University,-2,CT,9,3,49,1046,27,5,6,15,38,12,228,3,1,45,49,1,7,20,9,6,3,24,21,1,14,15,16,3,52,15,1,4,4,4,20,2,68,53,,43,9,2,32,5,23,2,26,49,1,5,32,10,6,8,,1,4250,4250,4250,,,,5683,
243780,Purdue University-Main Campus,107,IN,18,1,19,5439,4,,14,4,271,31,39,6,1,53,29,8,2,497,3458,7,8,22,3,2,22,60,92,33,,26,1,4,6,10,88,2,64,25,1,135,5,10,64,4,4,4,29,66,4,4,41,21,4,39,,112,1760,1760,3140,,,,1542,
148131,Quincy University,145,IL,17,2,40,212,,,1,,2,,,,,5,,,,118,1,2,1,,,,,,1,1,,68,,1,,,3,,1,,,2,,,,,,,,2,1,,,,,2,,,2150,3150,3150,,,,126,
227757,Rice University,111,TX,48,2,15,810,7,1,6,5,68,15,3,1,,28,17,,4,9,4,5,3,3,11,,15,10,4,3,6,9,,,5,,22,1,24,3,1,8,10,9,11,2,2,1,10,429,3,3,16,7,1,5,,,1550,1550,1550,,,,31,
186380,Rutgers University-New Brunswick,107,NJ,34,1,31,5780,2,,6,,28,,14,6,1,19,7,,,6,4,,1,,1,,17,21,4,6,,,1,1,1,4,5353,2,140,9,,3,1,1,58,3,2,,1,7,1,2,15,1,1,1,,29,2921,2104,2031,,,,2929,
172051,Saginaw Valley State University,144,MI,26,1,41,1491,,,1,,1,,,,,1,1,,,5,3,,,1,,,,,1461,2,,,,,,,1,,,,,9,,,1,,1,,,,,,,,,2,,1,1105,3204,3204,,,,,
183239,Saint Anselm College,153,NH,33,2,16,521,,,,,3,,31,1,,1,,,,1,,,1,,,33,6,290,,1,,1,,,,107,3,,13,,,,,,3,11,1,,1,3,,6,2,1,,1,,,1500,2000,2000,,,,34,
199582,Saint Augustine's University,140,NC,37,2,84,265,,,,,,,3,1,16,3,11,,,1,,,,,,,14,,1,,,,,,,,4,,,163,,,,,12,,7,,1,,,,28,,,,,,5280,5280,3825,,,,,
122409,San Diego State University,203,CA,6,1,38,4766,1,,53,2,4214,47,3,2,,12,10,17,6,30,4,1,2,,1,2,11,23,3,16,3,3,4,1,34,7,22,8,25,4,1,9,,20,17,3,,3,1,40,4,,13,77,,6,1,,2785,3184,2829,,,,4649,
122755,San Jose State University,203,CA,6,1,42,3363,,,5,,3306,2,,,,3,2,15,1,1,,,,,1,,,2,1,1,,,,,3,,1,,1,,,,,2,1,,,,1,6,,,,8,,,,,2754,2820,2858,,,,5141,
140960,Savannah State University,121,GA,13,1,75,1225,2,,,,1,,,,1,28,1151,,,4,2,,,,,,,1,1,,,,,,1,,3,,1,4,,2,,,2,,15,,1,1,,,2,1,,,,1,2170,2410,2410,,,,425,
215947,Seton Hill University,158,PA,42,2,29,323,,,4,1,5,1,1,,4,5,,,1,1,1,,,,,1,7,,6,,,,,,,1,9,,13,1,,11,,,243,,,,,,,,4,,1,2,,,2500,3000,2300,,,,258,
199643,Shaw University,140,NC,37,2,81,465,,,,,4,,,,9,4,18,,,,1,,,1,,,11,,,,,,,,2,,13,,11,340,,,,,,,21,,,2,,,26,2,,,,,3440,4390,4390,,,,,
237792,Shepherd University,370,WV,54,1,33,642,1,,,,1,,,1,2,,,,,1,1,,,,,,165,,,,,,,,1,,2,,,,,1,,,11,,,,1,,,,62,,392,,,,2875,3500,3500,,,,874,
216010,Shippensburg University of Pennsylvania,193,PA,42,1,31,1483,1,,,,,,,3,2,,,,,,,,,,,,57,1,1,,,1,,,,1,18,,3,,,,,,1378,,1,,1,1,,,10,,4,,,,3244,3244,3824,,,,367,
140988,Shorter University,146,GA,13,2,47,291,24,,,,1,,1,,,8,237,1,,,1,,,1,1,,1,,1,,,,,,,,,,,1,,1,,,,,2,,7,1,,,2,,,,,,2378,6501,3735,,,,,
216038,Slippery Rock University of Pennsylvania,158,PA,42,1,32,1564,,,,,2,,2,3,,2,,,,2,1,,,,,,12,1,1,,,,,,,3,10,,34,2,,102,,,1372,,1,,,,,1,8,1,3,1,,,1980,3742,4273,,,,587,
219347,South Dakota School of Mines and Technology,213,SD,46,1,27,597,1,1,8,,17,52,,,,1,2,1,2,11,,10,6,,,,2,,3,86,,2,3,27,,2,1,2,2,1,14,3,1,4,2,,,278,1,15,,1,1,9,,10,15,,4000,4300,4300,,,,330,
207847,Southeastern Oklahoma State University,367,OK,40,1,46,491,,,,4,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,368,,,1,,,,115,,,,,,,,,2945,3840,4826,,,,1080,
107983,Southern Arkansas University Main Campus,367,AR,5,1,49,712,,,,505,3,,,1,,1,,,,1,,,1,,50,,,,,2,9,1,,,1,,1,,,,,,5,,,,,,2,127,,,,1,,1,,,5017,6457,5678,,,,,
130493,Southern Connecticut State University,153,CT,9,1,37,1284,,,,,1,1,1226,,,1,,,,1,,,,,,1,3,11,,,,,,,,,7,,19,,,,,,3,4,1,,,1,,,1,1,,,,2,1565,3759,1155,,,,1234,
228246,Southern Methodist University,372,TX,48,2,15,1359,15,1,18,14,226,27,29,2,2,50,33,,3,40,10,2,13,3,24,,21,15,8,10,6,28,1,6,10,2,13,2,24,14,,15,16,4,17,,10,,32,550,1,,9,15,,7,1,10,2600,2800,2800,,,,242,
206862,Southern Nazarene University,367,OK,40,2,37,235,,,1,3,3,1,,,,1,,,1,,,,9,1,2,1,1,,1,,,1,,,,,,,,1,,1,140,,,,,,1,65,,,,1,,,,,2000,2000,2000,,,,,
179326,Southwest Baptist University,145,MO,29,2,41,479,,,2,12,7,4,,,,9,,,1,14,2,2,15,1,,2,,,2,1,,367,,3,,,,,,2,,,8,1,,,,,1,23,,,,,,,,,2000,2000,2000,,,,,
175078,Southwest Minnesota State University,155,MN,27,1,13,454,,,2,1,2,2,,,,1,1,,1,9,1,15,,1,,,,,3,348,,,,5,,,,,,,5,1,,2,,,,34,,,,,,3,,17,,,3156,3156,3156,,,,,
207865,Southwestern Oklahoma State University,367,OK,40,1,36,878,4,1,1,4,2,1,,,,,,,,,,,7,,1,,,,,,,1,,,3,,,1,,1,,1,785,,1,,,1,,62,,,1,,,,,,6138,6138,5238,,,,,
243744,Stanford University,127,CA,6,2,16,1505,10,11,34,3,557,28,20,3,12,56,32,19,3,43,5,5,11,5,3,4,35,31,13,23,3,13,7,11,12,2,38,8,55,31,3,11,6,36,32,6,4,4,13,116,12,3,38,56,3,14,2,,2550,,,,,,,
167996,Stonehill College,153,MA,25,2,17,607,,,,,6,,44,,,5,1,,,2,1,,,,,40,,359,2,1,,1,,,,31,13,,43,2,,1,,,3,44,,,1,1,,5,1,,,,,,1607,1345,3825,,,,16,
216339,Temple University,372,PA,42,1,34,4395,,,2,1,29,5,62,27,38,14,9,,2,10,3,,1,1,3,6,117,50,3,2,1,5,,,1,10,424,1,162,7,,13,,1,3325,5,6,,,9,3,5,25,3,,4,,,4240,5790,2070,,,,3449,
228723,Texas A & M University-College Station,130,TX,48,1,22,10775,7,,14,12,56,26,7,2,1,27,24,4,2,23,7,6,10,3,40,1,5,5,3,8,4,6,,9,5,2,10,9,14,11,,9,20,4,9,1,5,,12,10282,4,,43,14,2,5,2,,2768,2768,2768,,,,1465,
224554,Texas A & M University-Commerce,147,TX,48,1,51,971,,,2,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,1,,1,,,2,,,,,,,893,,,,1,,,,67,3413,3938,3938,,,,2381,
228705,Texas A & M University-Kingsville,147,TX,48,1,54,1101,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1092,,,1,,,,,1,4863,5352,4623,,,,3064,
228875,Texas Christian University,108,TX,48,2,13,1810,14,,38,26,279,72,16,2,,18,24,3,1,77,5,6,31,6,36,,8,11,5,20,3,41,1,21,5,2,10,6,10,13,1,5,31,18,18,2,4,,28,840,3,1,10,22,,9,,8,2700,2700,2700,,,,418,
228459,Texas State University,134,TX,48,1,35,5538,2,,2,1,15,7,,1,,7,2,2,1,6,,,2,,,1,3,1,1,1,,2,,,1,3,1,1,1,2,,,1,,4,,,,1,5460,,,3,1,,1,1,,3010,3840,6170,,,,4581,
229115,Texas Tech University,108,TX,48,1,28,5542,2,,8,2,40,23,5,1,,11,7,2,1,10,1,2,1,,,,4,3,1,,,4,,1,1,1,8,113,5,5,2,5,12,2,6,1,4,1,2,5225,,,7,3,,1,,9,4420,4420,3546,,,,2846,
100751,The University of Alabama,130,AL,1,1,20,6730,2462,2,27,28,267,66,67,21,3,386,509,9,2,290,57,3,24,92,69,1,131,85,98,13,78,100,1,3,3,22,142,2,127,171,,123,6,6,123,8,83,,320,425,5,1,189,26,7,31,1,15,3463,3463,5312,,,,2524,
202763,The University of Findlay,144,OH,39,2,18,618,,,,,1,3,4,,,3,3,,,12,17,,,3,1,3,1,3,55,1,,,,,,4,3,,6,,,459,,,27,,,,1,1,,,3,,1,3,,,1160,1175,1095,,,,370,
221759,The University of Tennessee-Knoxville,130,TN,47,1,29,4625,11,,4,3,24,9,10,3,1,28,75,1,,37,7,3,3,12,6,1,39,9,11,3,2,6,,1,1,4,28,2,17,70,,35,,2,23,1,14,,4019,19,,,71,,5,5,,,5666,5666,5666,,,,1852,
228769,The University of Texas at Arlington,-2,TX,48,1,37,2603,,,2,,2,,,,,2,,,,1,1,,1,1,1,,,2,1,2,1,2,,,,1,,,2,,,3,1,,2,,,,1,2572,,,1,1,,,,,4400,4400,4400,,,,14038,
228778,The University of Texas at Austin,108,TX,48,1,25,7018,6,,8,6,112,23,15,2,2,32,13,3,,53,1,4,8,1,15,3,15,7,2,5,,7,,1,7,,32,4,36,11,,10,12,7,9,,2,,9,6480,2,,24,4,,2,1,22,4310,4310,4310,,,,1854,
228796,The University of Texas at El Paso,111,TX,48,1,59,3054,,4,3,,21,,,,,5,2,,,1,,1,2,1,1,,,2,2,,,2,,,2,1,,15,3,,,1,1,1,2,,,,1,2975,,,4,,,1,,,3152,4084,4084,,,,4859,
229027,The University of Texas at San Antonio,111,TX,48,1,44,4896,,,3,,13,3,1,1,,5,5,3,1,4,2,1,,1,1,2,1,1,2,2,,1,,,,1,3,1,1,1,1,1,1,,4,,2,,2,4812,,,6,5,,2,,,2506,4596,3456,,,,4197,
229018,The University of Texas Permian Basin,-2,TX,48,1,23,422,,,2,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,5,,,,,1,,,,,,,409,,,,,,,,,2606,3563,3421,,,,1250,
233897,The University of Virginia's College at Wise,370,VA,51,1,40,305,,,,,,,,,,1,1,,,1,,,,7,,,,,,,,,,,,,,,1,1,,,,,,,,,3,2,,,284,,,,,4,2410,2970,2970,,,,814,
138354,The University of West Florida,-2,FL,12,1,42,1387,44,2,,1,2,1,1,1,,1239,9,2,1,2,3,,1,4,2,,5,3,3,1,4,1,,1,,1,1,1,3,6,1,2,1,,3,,1,,2,4,,,5,1,1,4,1,16,2300,2600,2600,,,,3116,
206048,Tiffin University,144,OH,39,2,46,469,2,,1,,3,2,,,,,2,,,11,8,2,,7,3,,5,1,45,1,,,1,,1,,1,,10,2,,349,,,7,,,,,2,,,3,,,,,,1000,1000,1000,,,,,
