UnitID,Institution Name,NCAA/NAIA conference number football (IC2016),State abbreviation (HD2016),FIPS state code (HD2016),Sector of institution (HD2016),Percent of undergraduate students awarded Pell grants (SFA1617_RV),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  State unknown),On campus  other expenses 2016-17 (IC2016_AY),Off campus (not with family)  other expenses 2016-17 (IC2016_AY),Off campus (with family)  other expenses 2016-17 (IC2016_AY),On campus  other expenses 2016-17 (IC2016_PY),Off campus (not with family)  other expenses 2016-17 (IC2016_PY),Off campus (with family)  other expenses 2016-17 (IC2016_PY),Grand total (EF2016B_RV  Undergraduate  Age 25 and over total),
213349,Kutztown University of Pennsylvania,158,PA,42,1,34,1685,,,1,,,,2,11,,2,1,,,,1,,,,,,14,1,,,,,1,,,,185,,19,1,,1,,,1440,,2,,,,,,2,,1,,,,3930,3930,3930,,,,455,
203580,Lake Erie College,144,OH,39,2,31,210,4,,,,3,1,1,,,2,1,,,2,1,,,,,,3,2,20,1,,,,,,,1,,8,,,148,,,7,,,,1,,,,2,1,,1,,,3310,3530,3530,,,,53,
220598,Lane College,161,TN,47,2,89,403,40,,,3,2,1,,,,3,31,,,25,1,,,1,2,,,,22,,8,7,,,,,,,1,,,5,,,,,1,,230,6,,,,,,14,,,2350,2500,2500,,,,,
198835,Lenoir-Rhyne University,160,NC,37,2,40,479,2,,,,,,,,,14,7,,,,,,,1,,1,6,1,,,,,,,,,2,,3,411,,4,,,3,,16,,1,2,,,5,,,,,,2850,2850,2850,,,,137,
218238,Limestone University,141,SC,45,2,51,404,2,,,,1,,,,,9,30,,,3,3,,1,,,,6,2,,1,,,,,,1,3,,13,23,,2,,1,5,,262,1,1,,,,4,,,,,30,4864,3807,8832,,,,,
213598,Lincoln University,140,PA,42,1,65,503,,,,,2,,2,33,39,1,1,,,9,,,,,,,64,2,2,,,,,,,,51,,68,2,,2,,,220,,2,,,,,,2,,,,,1,4259,5783,5783,,,,,
177940,Lincoln University,145,MO,29,1,56,455,2,,,1,19,,,,2,7,7,,,60,10,,16,,,,,,,1,,304,,5,,,,,2,2,,,,,,,,,13,2,,,2,,,,,,3052,3342,3119,,,,400,
177968,Lindenwood University,148,MO,29,2,34,861,2,1,9,5,38,9,1,,,25,4,5,1,157,10,7,13,4,4,1,1,1,5,12,1,440,,2,3,2,1,,2,1,,7,6,2,3,,2,,11,36,,1,6,4,,13,,3,3600,4300,4300,,,,2020,
198862,Livingstone College,140,NC,37,2,84,378,,,1,,4,,2,,31,16,13,,,3,,,,,,,9,,2,,1,,,,,,1,,7,255,,,,,3,,20,,,1,,,8,1,,,,,2000,3429,2000,,,,,
213613,Lock Haven University,158,PA,42,1,38,827,,,,,,,2,2,,1,,,,,,,,,,2,10,,,,,,,,,,14,,12,1,,,,,778,1,,,,,,,3,,,,1,,4120,4120,4790,,,,346,
159391,Louisiana State University and Agricultural & Mechanical College,130,LA,22,1,20,5416,36,,5,11,41,14,7,5,2,56,106,,1,27,2,1,,9,4429,1,21,15,1,3,47,13,,2,1,2,26,1,10,19,,13,1,1,12,2,14,,23,394,3,,26,2,,3,,8,5420,5420,5420,,,,1258,
159647,Louisiana Tech University,111,LA,22,1,22,1999,4,,,72,5,1,,1,,6,5,,,3,,,3,2,1667,,1,,2,,16,2,1,,,1,,,,1,,2,2,,,,1,,1,194,,,4,,,1,1,,2796,4635,6231,,,,1127,
198899,Mars Hill University,160,NC,37,2,56,384,,,1,,1,,1,,,29,15,,,1,,,,2,,,1,,,,,,,,,,,,,286,,3,,,1,,20,,8,3,,,8,2,,2,,,1900,1600,1600,,,,,
237525,Marshall University,111,WV,54,1,40,1882,2,1,1,1,3,2,2,2,14,25,10,,,4,4,,,27,,,8,,4,,,2,,,,1,7,,3,10,,165,1,,12,1,9,,4,5,,1,22,1,1526,2,,,2346,3146,6128,,,,1333,
147013,McKendree University,145,IL,17,2,41,432,,,1,,11,,,,,8,,1,,304,2,3,1,,,,1,,2,2,,54,1,,,1,2,,4,,2,4,,2,1,,2,,1,7,1,,2,2,,10,,,2550,3250,3200,,,,644,
213987,Mercyhurst University,158,PA,42,2,27,679,,,2,,7,1,9,,1,5,1,,,4,2,,,,,2,17,8,10,,,,,,2,4,4,,225,,,95,,1,268,1,,,,4,,,4,,1,1,,,1811,1811,1811,,,,,
204024,Miami University-Oxford,119,OH,39,1,11,3550,2,,4,2,52,35,44,1,6,18,24,,,415,95,4,15,41,,2,53,42,132,47,,66,1,3,1,3,43,1,65,8,1,2127,,4,45,5,7,1,20,24,2,,45,3,2,35,1,3,2014,2014,3322,,,,331,
171100,Michigan State University,107,MI,26,1,22,7060,2,1,9,3,126,11,34,1,1,41,9,4,,365,37,1,4,7,,2,26,39,5753,14,,16,1,5,3,5,92,2,90,16,1,106,,4,52,3,2,1,4,77,,2,34,9,1,32,11,1,2368,2368,2368,,,,1268,
171128,Michigan Technological University,144,MI,26,1,23,1361,,5,2,,5,4,,1,,,,1,,61,6,2,,1,,,1,,1019,82,,1,1,1,,,1,,4,1,,5,1,,3,,,,,1,1,,2,2,,147,,,2340,2340,2340,,,,,
220978,Middle Tennessee State University,111,TN,47,1,40,2810,23,,,7,6,2,1,1,1,15,83,,,10,5,1,3,24,3,1,3,2,2,1,6,3,,,1,,1,,4,1,,6,1,,1,,5,,2567,3,,1,12,,3,1,,,4162,4162,4162,,,,4140,
226833,Midwestern State University,147,TX,48,1,39,712,1,,1,,3,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,2,1,,,8,,1,,,,,690,,,,,,1,,,1830,1830,1109,,,,,
101675,Miles College,161,AL,1,2,85,429,246,,,,20,,,,,10,92,,,20,1,,,,5,,1,,3,,2,1,,,1,,,,,5,,4,,,,,1,,8,2,,,2,,,1,,4,2768,2928,2928,,,,,
214041,Millersville University of Pennsylvania,158,PA,42,1,30,1317,,,1,,1,,1,23,1,,,,,,,,,,,,36,,,,,,,,1,,36,,9,,,2,,,1197,,,,,1,,,6,,2,,,,2406,2666,2956,,,,847,
174358,Minnesota State University Moorhead,155,MN,27,1,27,858,,1,2,,3,3,,,,,,,,6,,2,,,,,,,,602,,2,2,,,,1,,,,178,,,,,,,27,,3,,,,2,,24,,,3470,3470,3470,,,,,
173920,Minnesota State University-Mankato,155,MN,27,1,26,2421,,4,,,7,2,,,,2,1,,,24,2,32,2,,1,,,1,4,2022,,4,1,10,1,,1,3,1,,9,2,1,2,2,,,85,,3,,,2,3,,187,,,1946,2536,2536,,,,,
200253,Minot State University,155,ND,38,1,20,317,1,1,7,,19,1,,1,,7,,,1,,1,,1,,,,,,2,3,1,,9,1,1,1,,,1,,239,2,1,2,1,,,1,,2,3,,,6,,,1,,3500,3500,2296,,,,,
176053,Mississippi College,146,MS,28,2,29,548,63,,1,8,1,1,,,,14,6,,,4,,,1,,55,,,1,2,,339,3,,,1,,,,,,,,1,,,,,,28,17,,,,2,,,,,3933,4060,5904,,,,,
176080,Mississippi State University,130,MS,28,1,32,3592,365,1,1,38,11,6,2,1,,98,196,,,37,6,,3,5,72,2,9,2,3,2,2133,42,,2,,2,4,2,8,26,,8,3,2,10,,20,,328,111,1,1,16,3,,10,,,5184,5184,5402,,,,1609,
178341,Missouri Southern State University,148,MO,29,1,44,1044,3,,1,45,4,3,,,,,1,,,15,,1,68,1,,,,,1,1,1,799,,,1,,,,,1,,,72,,,,,,2,22,1,,,,,1,,,3274,3939,3939,,,,1603,
178411,Missouri University of Science and Technology,145,MO,29,1,25,1462,,1,2,6,10,7,,,,6,1,,,120,2,5,18,3,1,,1,2,1,3,1,1211,,9,,,,,3,,,3,7,,1,,,,2,27,1,,1,,,7,,,2372,,,,,,442,
178387,Missouri Western State University,148,MO,29,1,36,833,,,,,2,,,,,2,,1,,9,1,20,32,,,,1,,1,,,738,,21,,,,2,,,,,,,,,,,1,1,,,,,,1,,,2665,2665,2665,,,,913,
140553,Morehouse College,161,GA,13,2,48,605,11,,2,3,42,1,3,5,23,25,132,1,,44,4,1,1,2,11,,41,9,10,5,4,14,,,3,,9,,48,34,,13,1,2,25,,7,,19,35,,,13,1,,1,,,5800,5800,3400,,,,62,
187897,New Mexico Highlands University,159,NM,35,1,54,307,,,5,,35,12,,,,,2,,,1,,,,,,,1,,,1,,,,,2,,,224,,,,,,,,,1,,,15,,1,,7,,,,,3912,3912,3912,,,,921,
218414,Newberry College,160,SC,45,2,46,272,,,1,,,,1,5,,5,9,,,,,,,,,,3,2,,,,,,,,,,,,9,,1,,,2,,217,,,2,,1,12,1,,1,,,3200,3200,3200,,,,30,
218441,North Greenville University,146,SC,45,2,33,463,,,,1,,1,,,,6,9,,,3,,,1,3,,1,1,,,2,,,,,,,1,,3,45,,2,,,3,,372,,3,2,,,3,1,,,,,4314,4314,4314,,,,187,
207263,Northeastern State University,148,OK,40,1,46,885,,,,29,1,1,,,,,,,,,,,10,,1,,,,1,,,12,,1,,,,,,,,,814,1,,,,,,14,,,,,,,,,1900,5496,3540,,,,2193,
147703,Northern Illinois University,119,IL,17,1,43,1795,,,,,2,2,,,,3,3,,,1712,8,4,1,1,,,,,10,4,,3,,2,,,,,1,3,,5,,,,,,,,2,,,3,1,,25,,,2584,2584,2589,,,,,
171456,Northern Michigan University,144,MI,26,1,33,1467,,2,1,,3,1,1,,,7,,,,95,1,1,,1,,,,,1204,29,,,2,2,,,2,,1,1,,7,,,1,,1,,,6,,,,,,97,,1,1836,1836,1836,,,,977,
219259,Northern State University,155,SD,46,1,17,312,,1,4,,15,3,,,,,,,1,,,2,1,1,,,,,,33,,2,,2,1,,,,,,25,1,,1,,,,213,,,,,,2,,3,1,,4000,4000,4000,,,,,
178624,Northwest Missouri State University,148,MO,29,1,32,1314,,,1,2,4,2,,,,5,,,,7,1,174,34,,,,2,,1,1,1,897,1,170,,,,,,3,1,,,,,,,1,,2,,,2,1,,1,,,2575,2575,2575,,,,249,
207306,Northwestern Oklahoma State University,367,OK,40,1,35,333,,,,3,4,3,,,,,,,,,,1,16,,3,,,,,,,1,,,,,,,,1,,,266,,,,1,,,33,,,,1,,,,,3600,2500,2000,,,,377,
147767,Northwestern University,107,IL,17,2,15,1787,3,1,16,3,201,27,28,2,5,65,31,1,,600,26,20,11,11,3,7,30,48,40,37,2,34,,7,8,5,63,4,133,10,1,56,7,15,37,1,1,3,16,64,3,2,31,26,1,41,,,2532,2532,3399,,,,,
171492,Northwood University,144,MI,26,2,31,324,,,1,,1,1,,,,4,2,,,6,6,,,4,,,,,266,,,1,,,,,,,8,1,,18,,,,,,,,4,,,,,,1,,,2838,4208,4208,,,,,
204468,Notre Dame College,370,OH,39,2,34,263,,,1,,1,,,1,,5,5,1,,6,6,,,,,,2,,12,,,2,,,,,,,3,1,,206,,2,6,,,,,,1,,1,,,1,,,2722,2722,2722,,,,,
204617,Ohio Dominican University,144,OH,39,2,26,220,,,,,2,,,,,,,,,1,6,,,2,,,,,4,,,,,,,,,,,,,202,,,,,,,1,2,,,,,,,,,2094,5194,4094,,,,361,
204796,Ohio State University-Main Campus,107,OH,39,1,20,7086,,1,7,4,90,19,46,3,2,43,38,4,,291,31,4,7,33,6,5,67,45,100,18,2,41,1,3,6,11,154,2,276,30,1,5289,,3,207,2,9,,25,49,4,3,56,4,17,24,,3,2870,2870,4932,,,,3431,
204857,Ohio University-Main Campus,119,OH,39,1,27,4281,1,,,,13,3,16,4,4,16,8,1,,52,20,2,4,14,,,38,8,18,2,,2,,1,,2,30,1,39,13,,3772,,,138,2,6,,5,5,,,16,,20,4,1,,2706,2706,5188,,,,5686,
207403,Oklahoma Baptist University,367,OK,40,2,37,560,,,3,10,7,3,,,,3,,,,1,,,15,,,,,,3,2,,10,1,,1,,,,,,,,369,,,,,,,131,,,,1,,,,,4480,4480,4480,,,,,
207388,Oklahoma State University-Main Campus,108,OK,40,1,28,4069,1,,4,50,67,30,3,,,8,7,1,4,34,9,6,68,3,1,1,4,7,4,,1,37,,11,3,1,4,8,7,2,,5,2622,1,5,,2,1,1,915,1,,2,4,,3,3,118,4650,4650,4650,,,,2159,
232982,Old Dominion University,111,VA,51,1,37,2739,2,,,,6,,10,13,26,5,4,2,,1,2,,1,,1,2,59,4,2,,,,,,1,,36,,19,25,,2,,,29,,3,,4,3,,1,2405,2,2,2,,65,2975,2975,2975,,,,5268,
209542,Oregon State University,127,OR,41,1,26,3738,1,16,20,1,530,30,2,,,7,4,79,24,6,5,,1,1,,,5,3,2,11,2,3,4,,14,,3,4,6,4,2,1,2,2703,8,1,,,5,24,9,,3,180,1,9,2,,2550,2550,2550,,,,5375,
107512,Ouachita Baptist University,367,AR,5,2,27,387,1,,,240,,1,,,,1,2,,,1,,1,,,14,,1,,1,,,8,,,,,,,,,,,5,,,,,,9,101,,,1,,,,,,2540,2970,2770,,,,34,
194310,Pace University,153,NY,36,2,28,1789,3,,2,,75,8,99,12,3,59,17,5,,8,2,,2,2,2,4,28,61,12,2,1,2,,1,2,14,288,,885,7,,15,,2,72,8,4,1,9,27,2,3,19,6,1,1,,13,2170,2920,3320,,,,,
155681,Pittsburg State University,148,KS,20,1,36,1012,,,1,35,,1,,,,3,1,,2,3,,,611,,1,,,,1,,,288,,,,,,,,,,,50,,,,,,,8,,,,,,1,,6,3708,4252,4252,,,,739,
130183,Post University,-2,CT,9,3,58,1336,47,2,,17,31,15,267,5,2,20,65,,2,35,21,5,10,26,41,,25,27,34,6,112,19,2,4,10,8,34,1,85,48,9,58,16,2,35,5,36,,22,45,1,2,43,10,9,14,1,2,4250,4250,4250,,,,5525,
243780,Purdue University-Main Campus,107,IN,18,1,17,6492,1,2,18,4,300,24,48,7,3,53,49,10,3,653,3991,11,14,41,5,2,53,59,134,57,2,42,3,1,13,11,122,3,90,17,1,168,6,16,78,3,9,3,29,106,2,,63,40,3,44,,75,1780,1780,3180,,,,1267,
148131,Quincy University,145,IL,17,2,32,279,,,1,1,1,2,,,,4,1,,,161,3,3,,2,,,,,1,2,,82,,,2,,1,,,,,3,,,1,,1,,1,1,,,,,,5,,,2150,3400,3400,,,,112,
227757,Rice University,111,TX,48,2,14,855,3,,10,1,77,8,5,,3,39,22,2,2,22,3,1,6,7,18,,7,13,3,6,4,10,,,6,1,16,5,30,15,,16,10,4,11,1,3,,12,417,,2,23,6,,3,2,,2050,2050,2050,,,,21,
186380,Rutgers University-New Brunswick,107,NJ,34,1,29,5774,,,3,,42,3,19,5,,26,8,1,3,12,3,2,,,,3,28,25,6,5,1,4,,,1,2,5314,2,136,7,,4,,,68,2,2,,2,12,,2,17,2,,2,,,3013,3013,3013,,,,2839,
172051,Saginaw Valley State University,144,MI,26,1,35,1303,,1,,,1,2,,,,1,,,,4,4,1,,1,,,,,1267,,,1,,,1,,,,1,,,12,,,1,,,,1,2,,,1,,,,1,,1120,3246,3246,,,,,
183239,Saint Anselm College,153,NH,33,2,13,516,,,,,3,1,27,,,1,,,,2,,,,,1,37,1,288,,2,,,,,,99,6,,21,1,,,,,3,10,1,,,1,,8,3,,,,,,1500,2000,2000,,,,30,
199582,Saint Augustine's University,140,NC,37,2,82,340,,,,,4,,,,20,3,3,,,2,1,,,,,,28,,,,,,,,,,1,,7,227,,,,,5,,,,,,,,28,,,,,11,5280,5280,3825,,,,,
122409,San Diego State University,203,CA,6,1,34,4739,2,2,39,,4042,47,10,2,1,12,10,31,5,57,6,3,5,1,1,2,29,33,6,17,,8,2,2,38,5,42,7,40,7,,8,1,23,29,2,3,,6,37,4,4,20,76,1,11,,,2880,3296,2927,,,,4422,
122755,San Jose State University,203,CA,6,1,41,3069,1,,1,,3027,2,1,,,1,,6,,2,1,,1,1,,,1,1,2,,,,,,1,,1,,1,,,,,1,,,,1,,6,,,1,7,,2,,,2855,2925,2965,,,,5200,
140960,Savannah State University,121,GA,13,1,74,1296,3,,,1,5,2,1,1,5,109,1069,,,5,1,1,,1,,,8,1,2,2,1,3,,,1,,1,,9,4,,2,,,1,,48,1,2,1,,,2,,,2,,1,2196,2326,2326,,,,475,
215947,Seton Hill University,158,PA,42,2,23,359,,,1,1,7,,4,1,1,4,,,,2,,,,,1,1,17,3,1,,,,,,,,10,,16,2,,18,,,260,1,,,1,2,,,4,,1,,,,2500,3000,2300,,,,188,
199643,Shaw University,140,NC,37,2,82,632,1,,2,,12,,2,,26,15,22,,,2,,,,,1,,30,,,,,,,,,,15,,12,412,,1,,,4,2,20,,,5,,,47,,,1,,,3440,4390,4390,,,,,
237792,Shepherd University,370,WV,54,1,32,563,1,,,,,,1,1,7,2,,,,,,,,,,,99,,,,,,,,,,1,,,1,,,,,11,,,,,,,,57,,382,,,,2875,3500,3500,,,,843,
216010,Shippensburg University of Pennsylvania,193,PA,42,1,32,1372,,1,,,1,,,6,,1,,,,,,,,,,,51,,,1,,,,,,,27,,3,2,,,,,1269,,,,,,,,10,,,,,,3258,3258,3258,,,,327,
140988,Shorter University,146,GA,13,2,44,311,34,,,,1,,,,,30,226,,,,,,,,,,1,,,,,1,,,,,,,2,4,,,,,3,,3,,3,2,,,1,,,,,,2160,6501,3735,,,,352,
216038,Slippery Rock University of Pennsylvania,158,PA,42,1,31,1548,,,,,1,,4,1,3,7,,,,1,1,,,,,3,26,2,3,,,1,,,,4,6,1,39,3,,78,,,1357,,1,,,1,,,3,,2,,,,2284,3604,4810,,,,554,
219347,South Dakota School of Mines and Technology,159,SD,46,1,22,483,,,7,,3,44,1,,,,,,4,8,,10,1,2,,,4,2,,65,,2,5,21,3,,3,,1,1,17,,,3,3,,,229,,9,1,,5,7,,8,14,,4000,4400,4400,,,,,
207847,Southeastern Oklahoma State University,367,OK,40,1,41,499,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,341,,1,,,,,149,,,,,,1,,,2897,3760,4710,,,,777,
107983,Southern Arkansas University Main Campus,367,AR,5,1,50,835,2,,,616,1,,,1,,,,1,,2,,,,1,63,,,,1,,,1,,,,,,,,,,,2,,,,,,7,137,,,,,,,,,5435,6939,5992,,,,,
130493,Southern Connecticut State University,153,CT,9,1,38,1399,,,,,1,2,1332,1,,2,,,,,,,,1,,,3,13,2,,,,,,,2,7,,25,1,,,,,1,1,,,,1,,1,2,,,1,,,1645,3972,1986,,,,1089,
228246,Southern Methodist University,372,TX,48,2,13,1426,14,,17,11,205,25,43,,3,75,39,1,2,37,5,3,16,3,22,,10,15,2,12,7,33,4,,9,1,17,6,27,24,,12,20,1,16,,16,,35,585,1,,19,16,1,7,2,7,2600,2600,2600,,,,216,
206862,Southern Nazarene University,367,OK,40,2,39,265,2,1,,5,4,2,,,,,,2,,,1,,11,,2,,1,,,,,5,1,,,,,3,,1,,,145,,,,2,,1,73,,,1,2,,,,,2000,2000,2000,,,,,
179326,Southwest Baptist University,145,MO,29,2,39,452,,,,19,,1,,,,3,,1,,13,,2,8,,,,,,2,,,361,,4,1,,,,,1,,,12,,,,,,,21,,,,,,3,,,2000,2000,2000,,,,624,
175078,Southwest Minnesota State University,155,MN,27,1,12,457,,,,,1,3,,,,1,2,,,11,,12,,,,,1,1,,357,,,1,5,1,1,1,,3,,1,,,,2,,,33,,4,,,,3,,13,,,3156,3156,3156,,,,,
207865,Southwestern Oklahoma State University,367,OK,40,1,34,959,1,1,1,1,6,2,,,,1,,,,1,,1,7,,1,,,,,,,,,,,,,,,,,,864,,1,,,,,68,,,,1,,1,,1,6210,6210,5310,,,,785,
243744,Stanford University,127,CA,6,2,15,1523,2,6,28,4,608,31,17,2,6,45,23,13,8,56,13,6,7,10,5,5,37,24,23,21,2,15,4,6,16,4,27,17,79,19,2,15,6,26,33,3,4,3,9,110,6,5,36,56,3,13,4,,2700,,,,,,,
167996,Stonehill College,153,MA,25,2,17,727,,,,,3,3,80,1,,9,,,,,,,,,,35,2,427,1,2,,,,,,46,24,,38,,,1,,,2,36,1,,,1,,12,2,,,1,,,1507,1280,1607,,,,19,
216339,Temple University,372,PA,42,1,32,4944,,,,2,30,5,73,42,37,28,9,1,1,13,2,1,1,3,1,3,167,75,10,8,1,6,1,1,6,14,527,,169,8,,19,,5,3576,8,4,,7,17,,4,49,4,1,4,,1,4348,5934,2141,,,,3200,
228723,Texas A & M University-College Station,130,TX,48,1,21,10023,7,1,8,8,70,22,8,1,1,23,35,9,2,26,3,4,7,3,35,,12,3,10,2,5,15,4,6,7,,19,8,12,5,1,13,19,4,18,1,3,,17,9515,,,25,16,1,7,2,,5820,5820,5820,,,,1622,
224554,Texas A & M University-Commerce,147,TX,48,1,47,1000,,,,,4,1,,,,1,1,,,,,,,,,,,,,,,4,,,1,,,,,1,,1,1,,,,,,,981,,,,,,,,4,3413,3938,3938,,,,2637,
228705,Texas A & M University-Kingsville,147,TX,48,1,45,1249,,,1,,2,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1241,,,,,,1,,,4217,4768,4270,,,,750,
228875,Texas Christian University,108,TX,48,2,13,1819,9,,30,12,249,52,24,1,,32,33,4,2,89,7,6,35,4,41,,5,15,6,25,7,56,,26,5,3,13,6,14,11,4,6,28,18,10,1,3,3,44,819,3,,14,22,2,13,,7,4700,4700,4700,,,,448,
228459,Texas State University,134,TX,48,1,35,5716,4,,1,2,11,4,1,,,7,5,2,,7,1,,,,1,,2,1,3,1,1,3,,1,1,,4,5,3,8,,2,,2,2,,,,2,5615,,,11,3,,,,,3060,3910,6290,,,,4510,
229115,Texas Tech University,108,TX,48,1,27,4666,,2,10,4,39,38,3,1,,5,4,,,15,,3,6,1,3,1,3,3,1,2,,3,1,1,3,,5,96,4,3,,3,6,1,3,,1,,4,4369,1,,5,6,1,4,,2,4420,4420,3546,,,,2997,
100751,The University of Alabama,130,AL,1,1,18,7501,2412,,46,23,304,83,63,16,3,435,560,6,3,464,76,6,22,109,92,3,136,104,95,24,94,82,1,5,22,31,217,7,181,197,,141,13,8,173,13,69,3,400,428,6,4,213,27,3,59,3,16,4116,4116,5140,,,,2527,
202763,The University of Findlay,144,OH,39,2,19,541,,,,2,7,4,1,1,,2,2,,,5,26,,,2,,,1,6,41,,,,,,,1,1,,8,2,,399,,,18,,1,,,5,,1,,1,2,2,,,1225,1230,1160,,,,317,
221759,The University of Tennessee-Knoxville,130,TN,47,1,27,4778,12,,4,3,22,5,8,8,,50,161,,1,55,20,1,,17,4,2,52,6,5,1,1,7,,1,4,1,23,,15,92,,36,1,1,24,,33,1,3980,21,,,84,3,4,6,1,2,5666,5666,5666,,,,1511,
228769,The University of Texas at Arlington,-2,TX,48,1,34,2892,2,,1,6,11,,1,,,5,4,2,,2,2,4,1,,1,1,,2,,1,,3,1,,,1,2,1,3,2,1,1,3,,1,,,,,2821,,,,5,,1,,,4512,4512,4512,,,,15955,
228778,The University of Texas at Austin,108,TX,48,1,24,8266,1,,13,6,125,14,12,1,3,32,24,,1,61,1,2,6,2,17,,14,18,7,6,2,12,1,1,6,1,46,14,60,6,,4,6,4,9,5,3,,15,7651,1,,14,2,,1,1,35,4310,4310,4310,,,,1529,
228796,The University of Texas at El Paso,111,TX,48,1,56,3253,,1,3,1,13,1,2,,,6,6,5,,4,,,,1,1,,2,1,,,,,,,,,1,17,1,1,,1,,1,2,,,,,3176,,,2,3,1,,,,4292,4292,4292,,,,4894,
229027,The University of Texas at San Antonio,111,TX,48,1,43,4320,1,,1,1,14,3,4,,,6,4,4,,6,1,1,2,1,2,,3,,1,1,3,4,1,1,1,,2,5,4,2,,2,3,,1,,1,,2,4223,,,8,1,,,,,2582,4666,3526,,,,3881,
229018,The University of Texas Permian Basin,147,TX,48,1,28,482,,,2,,2,,,,,1,2,,,1,,,,,1,,,,,,,,,,1,,,3,,,,,1,,,,1,,,465,1,,1,,,,,,3630,3630,3630,,,,1461,
233897,The University of Virginia's College at Wise,370,VA,51,1,35,331,,,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,2,,1,,,2,,,,7,,,,310,,,,,1,2410,2970,2970,,,,,
138354,The University of West Florida,146,FL,12,1,37,1275,42,,2,1,3,1,1,,,1131,5,1,2,6,2,,1,1,5,1,3,,2,4,5,3,,,,,2,1,4,3,,4,1,,5,,1,,7,11,,,6,1,,2,,5,2100,2100,2100,,,,3187,
