UnitID,Institution Name,NCAA/NAIA conference number football (IC2016),State abbreviation (HD2016),FIPS state code (HD2016),Sector of institution (HD2016),Percent of undergraduate students awarded Pell grants (SFA1617_RV),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2016C_RV  State unknown),On campus  other expenses 2016-17 (IC2016_AY),Off campus (not with family)  other expenses 2016-17 (IC2016_AY),Off campus (with family)  other expenses 2016-17 (IC2016_AY),On campus  other expenses 2016-17 (IC2016_PY),Off campus (not with family)  other expenses 2016-17 (IC2016_PY),Off campus (with family)  other expenses 2016-17 (IC2016_PY),Grand total (EF2016B_RV  Undergraduate  Age 25 and over total),
133526,Edward Waters College,342,FL,12,2,24,234,,,,,1,,,,,200,20,,,3,1,,,,,,,,,,,,,,,,,,3,1,,1,,,,,2,,1,,,,1,,,,,,4276,4276,4276,,,,,
198507,Elizabeth City State University,140,NC,37,1,71,203,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,1,,2,187,,1,,,,,1,,,,,,5,,,,,1,1000,1500,1500,,,,241,
232025,Emory & Henry College,192,VA,51,2,39,283,,,,,,1,1,,,3,7,,,2,,,,1,,1,4,1,,,,1,,,,,1,,4,34,,1,,,2,1,4,,33,8,,1,169,1,1,1,,,2200,2550,2550,,,,18,
155025,Emporia State University,148,KS,20,1,37,636,,1,,1,1,1,,,,1,,,,2,,,571,,,,,,1,,,38,,2,,,,,,,,,10,,,,,,,6,,,,,1,,,,3470,3470,3470,,,,453,
217998,Erskine College,-2,SC,45,2,40,206,,,,,2,,,,,4,11,,,1,,,,,,,2,,,,1,,,,,,,,1,16,,1,,,1,,164,,1,1,,,,,,,,,3800,1350,11500,,,,8,
237367,Fairmont State University,370,WV,54,1,42,799,,,,,,1,,1,3,2,,,,1,,,,,,,35,,,,,,,,,,2,,,,,15,,,16,,6,,1,1,,,16,,699,,,,2650,3400,3400,,,,808,
198543,Fayetteville State University,140,NC,37,1,58,647,,,,,,,1,,10,,1,,,,,,,,,,4,,1,,1,,,,,,,,1,617,,,,,,,6,,,1,,,4,,,,,,2426,2426,2426,,,,2384,
169910,Ferris State University,144,MI,26,1,36,1806,,,,1,5,,1,,,3,,,,36,21,1,,,,,,,1696,,,,,,,,,,3,1,,9,,,4,,,,1,1,,,5,1,,16,,1,1120,1272,1728,,,,2936,
133669,Florida Atlantic University,111,FL,12,1,38,2937,4,,3,,7,5,14,4,1,2584,17,,,14,7,1,2,1,,1,11,12,9,5,,,,2,1,1,76,,59,9,,11,,,32,1,2,1,2,16,,,10,3,,2,,7,4488,5718,5718,,,,,
133951,Florida International University,111,FL,12,1,49,3892,1,2,1,1,4,,6,,,3722,14,,1,8,,,3,1,1,,2,5,1,1,1,4,,1,,,13,,15,10,,10,,,5,,1,,5,9,1,,8,,2,1,,32,4520,5354,7396,,,,,
155061,Fort Hays State University,148,KS,20,1,28,976,,1,2,1,3,91,,,,5,,1,2,,1,,770,1,2,,,3,,1,1,23,1,23,,,,,2,,,3,11,1,3,,,1,2,16,,,,2,,3,,,3836,3836,1980,,,,3787,
127185,Fort Lewis College,159,CO,8,1,35,774,,31,65,1,34,370,5,,,3,1,2,1,8,2,2,2,,,2,3,2,3,4,1,2,7,2,1,,,102,2,2,,1,39,3,2,,,15,,29,9,1,1,4,1,8,1,,5308,5308,4480,,,,504,
139719,Fort Valley State University,161,GA,13,1,76,506,5,2,,,,,,,,18,471,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,4,,1,1,,,,,,,,,5000,500,500,,,,355,
182795,Franklin Pierce University,342,NH,33,2,30,625,,,,,3,3,87,,1,4,,1,,,,,,,,24,5,252,2,,,,,,,111,17,,61,,,,,,1,28,,,,3,,21,1,,,,,,2100,3100,3100,,,,,
162584,Frostburg State University,187,MD,24,1,38,823,,,,,,1,,2,6,2,,,,,,1,,2,,,749,,,,,,,,,,2,,1,,,3,,,28,,,,,1,,,20,,4,,,1,1806,3706,3706,,,,750,
212601,Gannon University,158,PA,42,2,23,579,,,,,4,2,1,,,2,,,,7,,,,,,,5,2,4,,,2,,,,1,11,,74,1,,54,,1,390,,,,,3,,,9,1,2,2,,1,2510,2510,2510,,,,221,
139931,Georgia Southern University,134,GA,13,1,36,3539,5,,,1,5,,,1,1,54,3371,2,1,4,,,2,1,1,,5,3,1,1,1,1,1,,,,10,,5,5,,7,2,,7,,23,,3,5,,,8,,1,,,1,5654,5654,5654,,,,1421,
139940,Georgia State University,134,GA,13,1,49,3826,21,,1,,29,2,7,2,6,40,3449,2,,31,8,,2,3,6,,12,9,7,7,4,5,,,1,,14,,37,20,,16,2,2,13,1,14,,11,15,1,2,12,4,1,3,,4,2430,4400,4400,,,,4780,
237385,Glenville State College,370,WV,54,1,48,396,,,,,,,,2,2,7,4,,,2,,,,1,,,11,,1,,,,,,,,2,,2,1,,3,,,3,,1,,,1,,,10,1,342,,,,4100,4100,4498,,,,353,
170082,Grand Valley State University,144,MI,26,1,31,4282,1,,,,3,2,,,1,4,2,1,,230,43,,,1,,1,6,1,3944,3,,,,,,,3,,3,3,,16,,,3,,2,,2,2,,,,1,,4,,,1846,1846,1846,,,,1834,
107044,Harding University,367,AR,5,2,26,990,28,2,5,287,7,8,4,1,,19,15,1,,25,15,7,7,10,15,2,3,,9,8,7,55,1,1,,1,3,3,3,13,2,15,29,5,4,,8,2,134,206,,,2,10,8,,,,2414,2414,2414,,,,,
107071,Henderson State University,367,AR,5,1,47,739,,,,619,2,3,,,,1,1,,,1,,,,,3,,,,,,1,1,,,1,,,,,1,,,1,,,,,,2,101,,,,,,1,,,4278,5678,4878,,,,395,
170286,Hillsdale College,144,MI,26,2,0,356,2,1,7,1,12,7,,,,3,4,,1,28,17,2,3,2,1,,3,2,123,12,,2,,7,2,,3,4,6,2,,41,2,2,5,,2,1,2,10,1,2,7,7,1,16,,,2000,2000,2000,,,,,
213020,Indiana University of Pennsylvania-Main Campus,158,PA,42,1,37,2291,,,,,1,,1,2,,2,,,,2,2,,,1,,1,38,1,1,,,,,,,1,20,,13,,,10,,,2178,,,,,,,,16,,1,,,,2288,2288,3132,,,,719,
151351,Indiana University-Bloomington,107,IN,18,1,15,7001,1,,9,3,192,40,69,1,6,111,38,3,,901,4346,7,14,29,3,2,56,55,108,42,3,80,,3,7,4,203,,154,18,,161,5,,84,2,8,,31,78,2,2,39,16,,38,,27,3090,3090,4270,,,,886,
153603,Iowa State University,108,IA,19,1,21,5963,2,,6,3,44,34,4,1,1,16,4,,1,1017,22,3380,33,,,1,10,6,21,816,,68,,83,4,1,9,1,7,5,5,17,4,2,14,1,1,23,3,61,1,3,11,4,,200,,13,2430,2430,2430,,,,,
198756,Johnson C Smith University,140,NC,37,2,73,299,1,,,,4,1,4,1,1,9,15,,,2,4,,,1,,,12,,2,1,,,,,,,6,,18,163,,4,,,6,,33,,2,1,,,8,,,,,,5100,5100,5100,,,,227,
155399,Kansas State University,108,KS,20,1,23,3491,,9,5,1,27,54,3,,,15,6,4,1,39,7,9,2835,1,,9,9,4,7,17,,180,3,72,3,,5,2,2,7,,5,25,4,3,,1,1,6,78,3,,11,6,,7,2,3,3860,3860,3688,,,,1802,
203517,Kent State University at Kent,119,OH,39,1,30,4274,4,1,3,1,7,6,7,2,4,10,9,,,57,14,2,,5,1,,31,10,40,2,1,3,,,1,5,27,,73,11,,3453,,4,420,,4,,3,8,1,,22,5,5,6,,6,3582,3582,4608,,,,2852,
157058,Kentucky State University,161,KY,21,1,52,203,2,,,,,2,,,,3,,,,15,7,,,108,1,,1,,23,1,,,,,,,,,1,,,31,,,1,,,,4,1,,,1,,,1,,,2916,4464,4380,,,,375,
157076,Kentucky Wesleyan College,322,KY,21,2,43,192,,,,,1,,,,,3,1,,,3,21,,,144,,,,,,,,,,,11,,1,,,,,1,,,,,1,,2,1,,,,,1,1,,,2200,3000,3000,,,,,
