UnitID,Institution Name,NCAA/NAIA conference number football (IC2015),State abbreviation (HD2015),FIPS state code (HD2015),Sector of institution (HD2015),Percent of undergraduate students awarded Pell grants (SFA1516_RV),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2015C_RV  State unknown),On campus  other expenses 2015-16 (IC2015_AY),Off campus (not with family)  other expenses 2015-16 (IC2015_AY),Off campus (with family)  other expenses 2015-16 (IC2015_AY),On campus  other expenses 2015-16 (IC2015_PY),Off campus (not with family)  other expenses 2015-16 (IC2015_PY),Off campus (with family)  other expenses 2015-16 (IC2015_PY),Grand total (EF2015B_RV  Undergraduate  Age 25 and over total),
164739,Bentley University,153,MA,25,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,5435,,,,54,
219046,Black Hills State University,159,SD,46,1,30,542,,7,6,,10,24,,,,2,,,,4,,,1,,,,,,,4,,,13,12,4,,,1,1,1,8,,1,,2,,,373,,1,1,,1,2,,1,62,,4300,4300,4300,,,,1000,
211158,Bloomsburg University of Pennsylvania,158,PA,42,1,32,2102,,,,,1,,1,2,1,,,,,,,,,,,,12,,,,,,,,,1,158,1,50,,,,,,1875,,,,,,,,,,,,,,3598,3598,12078,,,,439,
237215,Bluefield State College,-2,WV,54,1,58,272,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,1,,1,,2,,,,25,,240,,,,,3600,3600,,,,540,
142115,Boise State University,203,ID,16,1,30,2153,,25,17,,380,20,1,,,3,3,6,1301,3,1,1,2,,,,1,1,1,2,1,,23,2,62,,2,1,4,2,4,2,1,63,,,,1,,10,15,,4,183,,2,2,1,4730,5306,3780,,,,5195,
162007,Bowie State University,140,MD,24,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,,,,1006,
201441,Bowling Green State University-Main Campus,119,OH,39,1,31,3342,1,1,1,,10,2,4,,1,10,3,,,54,23,1,,5,,,5,6,194,2,,2,,2,,2,6,,28,2,,2909,1,1,38,,,1,,5,,,12,,2,4,,4,3742,4918,4622,,,,921,
110556,California State University-Fresno,203,CA,6,1,58,3610,,,1,,3574,2,,,,2,2,4,,1,1,,1,1,,,1,1,,,,1,,,2,,1,,,,,1,,1,,,,,1,6,,,2,4,,,,,2280,2704,2558,,,,3284,
211361,California University of Pennsylvania,158,PA,42,1,39,916,,,,,2,,2,2,5,2,,,,,1,,,,,,19,1,1,1,,,,,,,5,,8,1,,10,,,845,,,,,1,,,6,1,3,,,,4350,4350,6250,,,,1136,
219806,Carson-Newman University,160,TN,47,2,40,483,3,,,,3,2,,1,,17,32,,,2,,1,1,3,1,,2,1,2,,,1,,,1,,1,,3,19,,3,,,,,10,,351,1,,,17,,2,3,,,3314,3148,4748,,,,81,
198215,Catawba College,160,NC,37,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113,3113,3113,,,,189,
169248,Central Michigan University,119,MI,26,1,34,3476,1,3,2,,6,3,1,2,,3,4,1,,111,16,,,2,,,5,1,3241,7,,6,,2,1,,1,1,6,2,,15,,,9,,1,,1,5,2,,5,1,,8,1,,984,984,1670,,,,2736,
201690,Central State University,161,OH,39,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,2400,2400,,,,221,
234827,Central Washington University,213,WA,53,1,36,1652,1,6,3,,22,4,1,,,,2,9,6,1,,,,,,,,,1,,1,,2,1,2,1,,1,,,,,,11,,1,,,,1,3,,,1572,,,,,3012,3012,3012,,,,2152,
180948,Chadron State College,159,NE,31,1,36,416,,,3,,11,50,,,,6,2,,1,3,,4,3,,,,,1,4,,,3,,219,,,1,1,1,,2,1,,,1,,,53,,9,,,2,2,,2,31,,4572,4572,4572,,,,542,
198303,Chowan University,140,NC,37,2,72,544,,,2,1,4,2,1,,3,4,6,,,1,1,1,,,,,48,,,1,,,,,1,,2,,,311,,,,,1,,13,,,1,,,139,,,1,,,1640,1640,1640,,,,100,
211644,Clarion University of Pennsylvania,158,PA,42,1,39,938,,,,,,,2,,2,3,1,,,2,,,,,,,9,,,1,,,,,,,5,,8,,,16,,,881,,1,,,,,,6,,,1,,,3520,3744,3744,,,,798,
138947,Clark Atlanta University,161,GA,13,2,70,837,13,,3,2,62,2,6,9,13,38,271,,,61,9,1,1,3,6,,48,6,34,4,8,16,,1,5,,15,,49,14,,23,,3,26,2,18,,19,31,,1,6,1,1,6,,,3065,,,,,,113,
218724,Coastal Carolina University,106,SC,45,1,36,2343,3,3,,2,10,3,69,25,7,15,21,,,27,10,1,2,15,1,6,185,106,14,3,1,1,,3,1,21,194,1,141,107,,36,2,1,142,11,948,,12,8,,13,151,3,8,9,,1,3728,4142,3950,,,,722,
127556,Colorado Mesa University,159,CO,8,1,37,2120,,11,23,1,69,1791,,,,1,4,36,2,15,,2,8,,1,,,1,2,11,,1,2,1,12,1,3,14,5,2,,,,5,4,,,3,1,18,30,,1,7,,9,22,1,2630,2630,2484,,,,1943,
126775,Colorado School of Mines,159,CO,8,1,15,946,1,4,25,4,51,501,4,,,3,7,1,8,20,4,4,12,2,2,,3,1,8,12,,5,1,15,3,1,6,16,5,3,,3,13,5,5,,,,3,140,3,3,5,24,,8,1,1,1865,2610,2500,,,,326,
128106,Colorado State University Pueblo,159,CO,8,1,35,778,,7,5,,37,670,1,,,9,,,1,,,,3,,,,,,,2,,1,,1,1,,,8,1,2,,,1,3,,,,1,,23,,,,1,,,,,4120,4120,3968,,,,963,
126818,Colorado State University-Fort Collins,203,CO,8,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,1360,1360,,,,1314,
237330,Concord University,370,WV,54,1,49,447,,,,,,,,,,6,,,,3,1,,,,,1,2,,,,,,,,,,1,,1,5,,4,,,1,,2,,2,,,,39,,378,1,,,2944,2944,2944,,,,354,
173328,Concordia University-Saint Paul,155,MN,27,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,1075,
169479,Davenport University,308,MI,26,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356,3563,4439,,,,3293,
175616,Delta State University,146,MS,28,1,45,311,7,,1,5,2,1,,,,4,3,,,1,1,,,1,3,,,,1,1,259,1,,,,,,,2,,,,,,1,,,,9,7,,,1,,,,,,4141,4141,11205,,,,434,
198464,East Carolina University,372,NC,37,1,33,4287,,,,,4,1,36,11,1,11,9,,,6,,1,,2,,2,74,24,2,3,1,1,,,1,6,119,,49,3653,,3,1,1,50,2,13,,2,5,,2,186,1,2,1,,1,3491,3491,9548,,,,3551,
207041,East Central University,367,OK,40,1,42,614,,,,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,565,,,,,,1,43,,,,,,,,,2128,4578,4418,,,,741,
212115,East Stroudsburg University of Pennsylvania,158,PA,42,1,35,1296,,,,,,,,1,,2,,,,1,,,,1,,,4,,,1,,,,,,,217,,90,1,,1,,,974,,,,,,,,3,,,,,,3118,4716,5022,,,,629,
169798,Eastern Michigan University,119,MI,26,1,43,2839,1,,1,,13,1,,,,11,2,1,,31,7,3,1,4,3,,2,,2392,2,1,3,,,1,,4,,5,3,,313,1,,4,,1,,1,8,,,4,3,,9,2,1,2268,2608,3368,,,,4117,
187648,Eastern New Mexico University-Main Campus,147,NM,35,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375,4375,4375,,,,1250,
212160,Edinboro University of Pennsylvania,158,PA,42,1,45,1206,1,,1,,2,,4,3,,6,,1,,,1,,,,1,1,10,2,3,,,,,,,,14,,91,2,,74,1,1,979,,,,,1,,1,4,,1,1,,,2150,2200,2500,,,,686,
133526,Edward Waters College,342,FL,12,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276,4276,4276,,,,181,
198507,Elizabeth City State University,140,NC,37,1,73,268,,,,,1,,2,1,3,,2,,,,,,,,,,5,,,,,,,,,,1,,3,236,,1,,,,,,,,,,,13,,,,,,1000,1643,1643,,,,281,
232025,Emory & Henry College,192,VA,51,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2550,2550,,,,19,
155025,Emporia State University,148,KS,20,1,37,700,,,1,,,6,,,,,,,,1,,,636,,,,,,,1,,19,,6,,,,,,,,,17,,,,,,,6,,,,,,,,7,3408,3408,3408,,,,506,
217998,Erskine College,-2,SC,45,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,1300,11500,,,,13,
237367,Fairmont State University,370,WV,54,1,43,816,,,,,,,,3,1,6,1,,,,,,,,,,21,,,,,,,,,1,1,,1,,,11,,,15,,3,,,1,,,27,,724,,,,2650,3400,3400,,,,854,
198543,Fayetteville State University,140,NC,37,1,54,631,1,,,,2,,1,2,5,5,2,,,,,,,,,,2,,,,,,,,,,,,2,595,,,,,,,5,,,,,,3,,,,,6,2426,2426,2426,,,,2428,
169910,Ferris State University,144,MI,26,1,39,1938,,1,,,1,,1,,,6,1,1,,40,9,,,,,2,2,4,1817,2,,,,,,,,,11,1,,14,1,,4,,,,1,1,,1,2,1,1,12,,1,1120,1272,1728,,,,3163,
133669,Florida Atlantic University,111,FL,12,1,39,3213,1,,,,4,6,32,2,,2817,10,1,,25,4,,3,5,,,11,12,14,3,2,5,,,,2,93,,67,3,,9,2,,36,1,5,,4,15,1,1,6,1,,4,,6,4436,5620,5620,,,,6857,
133951,Florida International University,111,FL,12,1,55,3659,4,,1,,5,,5,1,,3482,11,,,7,,,1,,1,1,14,2,2,1,,2,,,,1,12,1,21,6,,5,,,9,,1,1,2,6,,1,10,1,,2,,40,4520,5354,7396,,,,11413,
155061,Fort Hays State University,148,KS,20,1,28,939,1,,,1,10,89,1,,1,3,6,,,5,2,,730,,1,1,1,1,,1,1,17,,40,1,,,,2,3,,2,5,,,,,,,11,,,,,,3,,,3876,3876,1988,,,,3774,
127185,Fort Lewis College,159,CO,8,1,34,808,,29,56,,27,388,3,,,2,2,2,4,6,1,1,2,,,1,3,1,,6,1,2,5,1,1,2,2,137,5,1,2,1,24,5,1,,,9,4,41,13,,2,5,,5,4,1,5496,5496,4664,,,,543,
139719,Fort Valley State University,161,GA,13,1,76,439,1,,,,1,,,,,2,429,1,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,4905,500,500,,,,413,
182795,Franklin Pierce University,342,NH,33,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,3100,3100,,,,251,
162584,Frostburg State University,187,MD,24,1,37,917,,,,,1,,,1,5,,,,,,,,,,,,873,1,,,,,,,,1,2,,,,,1,,,12,,,,,1,,,14,,5,,,,1806,3606,3606,,,,749,
212601,Gannon University,158,PA,42,2,26,563,,,2,,3,,4,1,,1,,,,3,2,,,1,,3,10,,2,,,1,,,,,8,,68,,,52,,1,395,,,,,3,,,3,,,,,,2382,2382,2382,,,,243,
139931,Georgia Southern University,134,GA,13,1,37,3431,1,,2,1,2,2,1,1,,53,3258,,,4,,1,1,1,1,2,,3,4,1,1,1,,,,,8,2,8,8,,7,,,6,1,22,,3,11,1,,7,1,,4,,1,5654,5654,5654,,,,1384,
139940,Georgia State University,134,GA,13,1,51,3625,11,,4,2,44,4,3,6,2,49,3205,2,,15,9,3,2,3,9,,6,5,13,3,9,6,,,3,1,21,2,67,16,,13,3,,12,1,16,,11,20,,1,11,4,3,3,,2,2340,4410,4410,,,,5108,
237385,Glenville State College,370,WV,54,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160,4160,4460,,,,391,
170082,Grand Valley State University,144,MI,26,1,33,4082,,,,,5,,,,,3,,1,1,217,34,1,,3,1,,,1,3767,4,,,,,1,,,,1,1,,24,1,,2,,,,2,2,,1,2,,,7,,,1840,1840,1840,,,,1980,
107044,Harding University,367,AR,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3200,,,,247,
107071,Henderson State University,367,AR,5,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276,5676,4876,,,,461,
170286,Hillsdale College,144,MI,26,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,23,
213020,Indiana University of Pennsylvania-Main Campus,158,PA,42,1,37,2548,,,,,3,,,6,2,,1,,,,1,,,,,1,49,3,1,2,,,,,,,29,,13,2,,9,,,2392,,1,,,,,,31,1,1,,,,2150,2150,3045,,,,754,
151351,Indiana University-Bloomington,107,IN,18,1,15,7168,5,1,12,1,218,36,61,1,7,101,37,4,1,944,4510,2,11,49,2,2,62,46,87,69,1,71,,2,1,3,187,,163,13,1,156,,2,87,1,6,2,31,52,5,2,37,10,1,46,2,17,3126,3126,4204,,,,835,
153603,Iowa State University,108,IA,19,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,2430,2430,,,,1508,
198756,Johnson C Smith University,140,NC,37,2,71,330,,,,,8,1,2,,13,5,20,,,1,1,,,,,,25,,4,1,,,,,,,2,,14,191,,3,,,1,,24,,,2,,,9,1,,,,2,5100,5100,5100,,,,235,
155399,Kansas State University,108,KS,20,1,23,3512,4,,1,3,32,52,2,4,1,13,8,3,1,43,6,18,2874,3,2,,9,2,7,22,1,179,,47,1,1,8,2,12,4,,4,15,2,7,,2,2,6,76,2,,12,3,1,9,2,4,3860,3860,3688,,,,1978,
203517,Kent State University at Kent,119,OH,39,1,31,4215,,,1,,14,3,7,1,1,19,7,,,53,19,,4,2,2,2,40,10,43,7,,3,,,2,2,22,,74,3,1,3419,1,,405,,1,,2,13,1,1,12,1,6,8,,3,3896,3896,4994,,,,3035,
157058,Kentucky State University,161,KY,21,1,58,210,1,,,1,2,,,,,2,1,,,20,11,,,141,,,,,8,,,2,,1,,,,,,2,,14,,,,,,,2,1,,,,,,,,1,2882,5564,4380,,,,337,
157076,Kentucky Wesleyan College,145,KY,21,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210,4340,4340,,,,58,
213349,Kutztown University of Pennsylvania,158,PA,42,1,34,1851,,,,,1,,5,11,,2,1,,,,1,,,,,,12,,,1,,,,,,1,199,,14,3,1,,,,1596,,,,,1,,1,1,,,,,,3810,3810,3810,,,,484,
203580,Lake Erie College,144,OH,39,2,31,208,,,,,1,,,,,1,,,,3,1,,,1,,,2,1,22,,,,,,,,,,12,,,152,,,8,,,,,,,1,,,2,1,,,3310,3530,3530,,,,56,
220598,Lane College,161,TN,47,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2500,2500,,,,151,
198835,Lenoir-Rhyne University,160,NC,37,2,41,430,,,1,,1,1,3,,,19,11,,,,,,,,,,6,1,1,1,,1,,,,,2,,3,337,,2,,,4,,24,,3,2,,,7,,,,,,2600,2600,2600,,,,149,
218238,Limestone University,141,SC,45,2,53,455,,,,,2,1,2,,,17,34,1,,1,1,,,2,,1,10,3,,2,,,,,,,4,,7,36,,1,,,6,1,281,,2,2,,,7,1,1,1,,28,4864,3807,8832,,,,1549,
