UnitID,Institution Name,NCAA/NAIA conference number football (IC2017),State abbreviation (HD2017),FIPS state code (HD2017),Sector of institution (HD2017),Percent of undergraduate students awarded Pell grants (SFA1718_RV),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  US total),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Alabama),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Alaska),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Arizona),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Arkansas),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  California),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Colorado),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Connecticut),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Delaware),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  District of Columbia),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Florida),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Georgia),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Hawaii),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Idaho),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Illinois),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Indiana),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Iowa),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Kansas),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Kentucky),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Louisiana),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Maine),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Maryland),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Massachusetts),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Michigan),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Minnesota),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Mississippi),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Missouri),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Montana),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Nebraska),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Nevada),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  New Hampshire),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  New Jersey),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  New Mexico),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  New York),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  North Carolina),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  North Dakota),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Ohio),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Oklahoma),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Oregon),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Pennsylvania),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Rhode Island),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  South Carolina),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  South Dakota),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Tennessee),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Texas),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Utah),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Vermont),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Virginia),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Washington),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  West Virginia),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Wisconsin),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  Wyoming),First-time degree/certificate-seeking undergraduate students (EF2017C_RV  State unknown),On campus  other expenses 2017-18 (IC2017_AY),Off campus (not with family)  other expenses 2017-18 (IC2017_AY),Off campus (with family)  other expenses 2017-18 (IC2017_AY),On campus  other expenses 2017-18 (IC2017_PY),Off campus (not with family)  other expenses 2017-18 (IC2017_PY),Off campus (with family)  other expenses 2017-18 (IC2017_PY),Grand total (EF2017B_RV  Undergraduate  Age 25 and over total),
155025,Emporia State University,148,KS,20,1,37,566,,,,,,1,,,,1,,,,3,,,510,1,,,,,1,,1,26,,2,,,,,,,,1,13,,,,,1,,5,,,,,,,,,3410,3410,3410,,,,427,
217998,Erskine College,-2,SC,45,2,36,157,,,,,3,,,,,9,13,,,3,1,,,,,1,1,,,,,1,,,,,,,1,8,,,,,1,,109,,3,1,,,1,,,1,,,3800,1350,11700,,,,8,
237367,Fairmont State University,370,WV,54,1,41,753,,1,,,,,,2,2,1,,,,1,,,,1,,,28,,,,,,,,,1,,,3,1,,1,,,13,,1,,,1,,,17,,679,,,,2000,2000,2500,,,,788,
198543,Fayetteville State University,140,NC,37,1,56,670,,,,,1,,1,,7,,1,,,1,,1,,,,,4,,,,,,,,,,1,,1,614,,,,,1,,2,,1,1,,,4,,,,,29,2426,2426,2426,,,,2150,
169910,Ferris State University,144,MI,26,1,37,1798,,,3,1,1,,,,1,5,1,,,40,14,,,1,,,1,,1703,2,1,,,,,1,1,,,,,12,,1,2,,,,,4,,,1,,,2,,,1120,1272,1728,,,,2635,
133669,Florida Atlantic University,111,FL,12,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414,6516,6515,,,,5943,
133951,Florida International University,111,FL,12,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616,5470,7556,,,,11282,
155061,Fort Hays State University,148,KS,20,1,28,1044,3,1,2,1,6,77,,,,2,8,1,1,3,2,,803,1,5,,,1,2,1,1,18,,52,,,2,1,4,4,,2,12,1,6,,2,,,14,,,2,2,,1,,,3848,3848,1990,,,,3817,
127185,Fort Lewis College,159,CO,8,1,33,706,,30,59,4,28,315,1,,,5,1,1,3,4,1,2,2,,,1,1,3,5,4,,1,3,1,7,,2,113,,1,,2,30,6,3,,,11,1,24,5,1,4,6,,10,1,4,5564,5564,4712,,,,448,
139719,Fort Valley State University,161,GA,13,1,77,521,2,,,,1,,,,,28,479,,,,,,,,,,3,,,,,,,,1,,1,,1,,,,,,1,,4,,,,,,,,,,,,5000,500,500,,,,332,
182795,Franklin Pierce University,342,NH,33,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,3200,3200,,,,217,
162584,Frostburg State University,187,MD,24,1,37,766,,,,,,,,2,8,,,,,,,,,,,,693,,,,,,,,,,3,,1,,,1,,,28,,,,,,,,27,,3,,,,1806,3706,3706,,,,694,
212601,Gannon University,158,PA,42,2,26,596,1,,,,6,,1,2,2,,,1,,5,1,,,,,,13,,5,,1,1,,,,,6,,73,1,,48,,1,420,,1,,,2,,,2,,2,1,,,2544,2544,2544,,,,187,
139931,Georgia Southern University,134,GA,13,1,37,3452,5,,,,3,,1,,,61,3281,,,6,2,2,1,1,1,,9,1,,2,,5,,1,,1,4,,8,11,,2,1,,5,,20,,2,5,,,3,1,1,2,,4,5654,5654,5654,,,,1270,
139940,Georgia State University,134,GA,13,1,50,3949,9,,5,1,37,7,4,3,7,56,3460,2,1,28,5,1,1,2,6,1,10,9,18,4,6,8,,1,2,1,24,,82,26,1,13,1,3,15,1,30,,10,13,2,,19,3,2,2,1,6,910,2090,2090,,,,4708,
237385,Glenville State College,370,WV,54,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4898,4898,4794,,,,326,
170082,Grand Valley State University,144,MI,26,1,32,4077,,1,1,1,2,1,,,,3,1,,1,291,43,,1,4,,,1,1,3667,1,,1,,,1,,1,,3,,,32,,1,2,,,,4,,1,,1,2,1,7,,,2400,2400,2400,,,,1704,
107044,Harding University,367,AR,5,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496,2496,2496,,,,152,
107071,Henderson State University,367,AR,5,1,54,616,1,,1,517,2,1,,,,3,,,,1,,,1,2,10,,,,,,4,,,,,,,,,,,,2,,,,,,2,69,,,,,,,,,3700,4900,4500,,,,362,
170286,Hillsdale College,371,MI,26,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,51,
213020,Indiana University of Pennsylvania-Main Campus,158,PA,42,1,37,2408,,,,,6,,1,3,,2,1,,,1,,,,,,1,46,1,1,,,,,,,,33,,13,,,13,,,2266,,,,,1,,,18,,,1,,,1762,1762,2762,,,,730,
151351,Indiana University-Bloomington,107,IN,18,1,19,7312,2,,13,1,234,40,62,2,3,125,37,,4,933,4390,2,10,49,2,3,59,60,118,41,3,78,1,6,4,5,229,,184,25,,199,2,8,91,2,5,1,32,106,1,1,44,17,1,32,1,44,2602,2602,4096,,,,773,
153603,Iowa State University,108,IA,19,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,2430,2430,,,,1374,
198756,Johnson C Smith University,140,NC,37,2,75,333,,,,,5,,2,1,5,10,16,,,3,1,,,2,,,23,1,4,1,,,,1,4,,8,,22,177,,6,,,4,,24,,1,3,,,7,1,,1,,,5100,5100,5100,,,,277,
155399,Kansas State University,108,KS,20,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3908,3908,3734,,,,1666,
203517,Kent State University at Kent,119,OH,39,1,30,4223,2,1,,1,11,2,9,2,5,18,11,,1,54,21,,1,4,2,1,24,5,42,5,,6,,1,1,6,21,2,57,7,,3443,,,393,1,7,2,2,7,,2,13,3,5,8,1,13,3386,3386,4476,,,,2551,
157058,Kentucky State University,161,KY,21,1,50,317,1,,,1,2,,,,3,3,4,1,,24,24,1,4,129,1,,,,35,,8,5,,,3,,,,1,2,,47,1,,1,,1,,3,5,,,3,,,4,,,2993,5812,5812,,,,346,
157076,Kentucky Wesleyan College,371,KY,21,2,48,189,1,,,,,,,,,1,5,,,3,16,,1,141,1,,,,1,,,3,,,12,,,,,,,1,,,,,,,2,,,,,,,1,,,3462,3462,3462,,,,46,
213349,Kutztown University of Pennsylvania,158,PA,42,1,35,1593,,,,,,,2,12,1,1,,,,,,,,,,,12,2,,,,,,,,1,167,1,14,1,,,,,1375,,,,,1,1,,2,,,,,,4050,4050,4050,,,,449,
203580,Lake Erie College,371,OH,39,2,31,211,2,,,,1,,,1,6,16,4,,,,1,,,1,,,7,2,13,,,1,,,,,,,10,3,,122,,,8,,,,,8,,,3,,,2,,,3310,3530,3530,,,,75,
220598,Lane College,161,TN,47,2,89,425,28,,1,22,5,1,,,,3,26,,,29,3,,,2,3,,,,14,,6,14,,,1,,,,,3,,7,,,,,,,226,6,,,,,,25,,,2350,2500,2500,,,,119,
198835,Lenoir-Rhyne University,160,NC,37,2,41,396,1,,,,1,,,,,8,8,,,1,,,1,,,,4,1,1,,,,,,,1,,,2,336,,2,1,,1,,16,,2,1,,,8,,,,,,2850,2850,2850,,,,108,
218238,Limestone University,160,SC,45,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864,3807,8832,,,,1182,
213598,Lincoln University,140,PA,42,1,65,641,,,,,8,,6,19,36,3,4,1,,4,,,,1,,,124,5,2,,,1,,,,,89,,64,2,,7,,,255,,,,,,,,9,1,,,,,4880,4922,6519,,,,202,
177940,Lincoln University,145,MO,29,1,56,473,3,,1,2,10,2,,,,10,4,,,134,9,3,10,,1,,,,2,1,,254,,6,,,,,2,,,,1,,,,,,7,3,,,,,,8,,,3052,3342,3119,,,,337,
177968,Lindenwood University,148,MO,29,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,4300,4300,,,,1857,
198862,Livingstone College,140,NC,37,2,84,363,,,,,9,,1,,14,21,19,,,,,,,,,,12,,7,,,,,,,,6,,3,240,,1,,,1,,18,,,1,,,10,,,,,,2000,3429,2000,,,,87,
213613,Lock Haven University,158,PA,42,1,40,785,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,13,,10,,,,,,752,,,,,,,,1,,,1,,,4240,4240,4930,,,,322,
159391,Louisiana State University and Agricultural & Mechanical College,130,LA,22,1,20,4866,29,,7,5,32,8,9,,2,60,106,,,20,4,2,4,8,4008,,19,10,5,3,40,7,,1,3,2,20,2,12,10,,5,1,3,8,1,8,,28,337,2,1,27,,1,5,,1,5420,5420,5420,,,,1263,
159647,Louisiana Tech University,111,LA,22,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,4437,6729,,,,558,
198899,Mars Hill University,160,NC,37,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1600,1600,,,,149,
237525,Marshall University,111,WV,54,1,42,1793,,,,,5,,,2,5,13,6,,,5,3,2,1,45,1,,9,1,4,1,1,1,,,,,5,,7,14,,161,,,20,,5,,2,4,,,27,,1443,,,,2366,2978,5998,,,,1312,
147013,McKendree University,145,IL,17,2,31,341,1,,3,,6,2,,,,3,1,,,230,3,1,1,1,,,1,2,3,,,46,,,,,1,,4,1,,3,1,,4,,,1,7,7,,,1,2,,5,,,2550,3250,3200,,,,553,
213987,Mercyhurst University,158,PA,42,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,2061,2061,,,,133,
204024,Miami University-Oxford,119,OH,39,1,11,3511,4,1,6,1,53,46,66,1,9,12,20,,,366,93,7,6,40,1,1,38,51,83,30,,41,,3,3,5,71,1,69,14,,2182,2,1,56,4,3,1,25,25,,2,29,4,2,27,,6,2435,2435,3350,,,,299,
171100,Michigan State University,107,MI,26,1,22,7337,3,2,7,2,136,17,31,1,3,41,16,1,1,320,29,3,6,6,4,1,32,38,6113,16,1,5,1,1,1,3,80,2,86,17,,90,2,3,44,4,5,2,5,67,1,4,34,10,1,29,10,,2908,2908,2908,,,,1150,
171128,Michigan Technological University,144,MI,26,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349,2349,2349,,,,229,
220978,Middle Tennessee State University,111,TN,47,1,40,2935,20,,,7,6,4,2,3,,11,96,,,19,4,1,2,22,5,,7,3,3,2,8,4,,1,,,1,,5,4,,3,,,2,1,11,,2658,6,,,9,1,2,2,,,4178,4178,4178,,,,3731,
226833,Midwestern State University,147,TX,48,1,41,792,,,2,,2,1,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,12,,,,2,,,767,,,1,,,,,,1868,1868,1133,,,,1338,
101675,Miles College,161,AL,1,2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832,2992,2992,,,,248,
214041,Millersville University of Pennsylvania,158,PA,42,1,31,1342,,,,,1,,1,13,1,2,,,,,,,,,,1,38,2,,,,,,,,1,47,,10,1,,,,,1212,,,,,1,,,10,,,,1,,2344,2604,2972,,,,776,
174358,Minnesota State University Moorhead,155,MN,27,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470,3470,3470,,,,939,
173920,Minnesota State University-Mankato,155,MN,27,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,2530,2530,,,,1414,
200253,Minot State University,155,ND,38,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,2296,,,,739,
176053,Mississippi College,146,MS,28,2,30,559,56,,2,4,1,2,,,,15,7,,,4,,1,1,2,56,,1,1,2,,338,2,,,,,,,,3,,,1,,1,,,,23,32,,1,1,1,,,1,,4083,4215,6133,,,,410,
176080,Mississippi State University,130,MS,28,1,33,3415,323,2,1,50,11,5,4,5,,96,158,,3,25,3,,1,4,92,,9,4,7,1,2037,37,1,1,1,1,4,2,5,17,,8,1,1,7,1,28,1,331,106,,3,12,2,1,3,,,5238,5238,5458,,,,1657,
178341,Missouri Southern State University,148,MO,29,1,46,1002,1,,1,53,6,1,1,,,,1,,,28,,1,45,1,1,,,,,2,,789,,,,,,,1,,,,44,,,,1,,1,21,,,,,,3,,,3328,3928,3928,,,,1476,
178411,Missouri University of Science and Technology,145,MO,29,1,26,1413,,,2,6,14,5,1,,,4,1,,,107,2,3,16,2,1,,1,,1,1,,1195,,7,1,,,,1,1,,1,5,1,,,2,,1,27,,,3,,,1,,,1850,,,,,,414,
178387,Missouri Western State University,148,MO,29,1,36,968,,,1,,1,,1,,,1,,,,17,,22,60,,,,,,,,,823,,33,,,,,,,,1,4,,,,,,,3,,,1,,,,,,2665,2665,2665,,,,814,
140553,Morehouse College,161,GA,13,2,48,613,7,,2,3,39,1,2,2,22,29,158,,,39,5,,,5,14,,42,5,19,3,5,9,,,,,13,1,40,30,,16,1,,14,1,10,,13,33,,,23,2,,5,,,5800,5800,3400,,,,60,
187897,New Mexico Highlands University,159,NM,35,1,53,254,,1,4,,21,4,1,,,1,1,,,7,,,,,5,,,,,,,,,,3,,1,191,1,,,,,2,,,,,,10,,,,,,1,,,3968,3968,3968,,,,821,
218414,Newberry College,160,SC,45,2,45,342,3,,,,5,,1,1,,16,13,,,1,1,,,1,,,4,,1,1,,,,,,,1,,4,13,,1,,,2,,265,,2,2,,,4,,,,,,3362,2862,2862,,,,33,
218441,North Greenville University,146,SC,45,2,39,508,1,,,,1,2,2,,,10,18,1,,3,,,1,1,1,1,5,,,1,,,,,,,1,,1,51,,3,,,2,,387,,1,2,,,8,1,1,1,,1,4410,4410,4870,,,,184,
207263,Northeastern State University,148,OK,40,1,46,841,,,1,21,,,,,,,1,,,,,,3,,3,,,,,,,3,,,,,,,,,,,786,,1,,,,1,21,,,,,,,,,1940,5680,3602,,,,2422,
147703,Northern Illinois University,119,IL,17,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,2218,2218,,,,2140,
171456,Northern Michigan University,144,MI,26,1,35,1492,,2,1,2,8,2,,,1,2,2,1,2,99,1,2,1,1,,1,3,,1168,34,1,2,,2,,1,2,1,1,2,,2,1,,1,,,,,3,,,1,1,,138,,,1920,1920,1920,,,,867,
219259,Northern State University,155,SD,46,1,16,314,,2,3,,1,2,,,,1,,,,4,,3,1,,,,,,,39,,,,,,,,,,1,26,,1,,,1,,221,,3,,,,2,,3,,,4000,4000,4000,,,,395,
178624,Northwest Missouri State University,148,MO,29,1,32,1161,,,,2,7,2,,,,7,,,,12,2,138,37,1,,,,,1,2,,781,,160,,,,,,,,,,,,,,2,,1,,,,,,6,,,2575,2575,2575,,,,251,
207306,Northwestern Oklahoma State University,367,OK,40,1,36,348,,,3,1,5,7,,,,3,1,,2,2,,,15,,2,,,,,1,,6,,,1,,,,,1,1,1,244,,,,,2,,49,,,,,,,,1,3600,2500,2000,,,,336,
147767,Northwestern University,107,IL,17,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,2595,3399,,,,462,
171492,Northwood University,144,MI,26,2,31,276,,,,,1,,,,,5,1,,,3,9,,,10,1,,,,226,,,,,,,,,,4,,,11,,,1,,,,,1,,,1,,,2,,,2896,4206,4206,,,,1290,
204468,Notre Dame College,370,OH,39,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,3090,3090,,,,297,
204617,Ohio Dominican University,371,OH,39,2,39,242,,,,,1,,,,,,,,,1,3,,,2,,,,,2,,,,,,,,,,,,,231,,,1,,,,,,,,1,,,,,,2112,5202,4112,,,,302,
204796,Ohio State University-Main Campus,107,OH,39,1,20,6638,2,,7,2,102,19,36,8,3,37,35,4,,281,47,6,4,34,5,1,72,34,71,21,,27,1,2,9,7,161,2,209,31,,4990,3,5,163,5,5,,24,54,2,4,55,13,10,24,,1,2985,3025,5085,,,,3405,
204857,Ohio University-Main Campus,119,OH,39,1,27,4018,2,,1,,10,4,16,,2,16,8,,,39,12,3,,12,2,,34,3,18,5,,6,,6,1,2,28,1,39,14,,3520,2,,145,1,1,,3,10,,2,24,4,17,5,,,2714,2714,5204,,,,5552,
207403,Oklahoma Baptist University,367,OK,40,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500,4500,,,,112,
207388,Oklahoma State University-Main Campus,108,OK,40,1,28,4138,,4,4,58,54,41,3,2,,6,17,1,3,31,3,2,79,1,3,,7,3,7,,1,46,,8,3,2,6,5,5,3,1,10,2724,2,5,1,1,,6,950,1,1,10,5,,3,2,8,4700,4700,4700,,,,2116,
232982,Old Dominion University,111,VA,51,1,40,2903,1,,1,,3,1,6,3,52,8,11,,,8,,,,,1,5,71,6,4,1,,,,2,,1,28,,18,28,,8,1,1,43,7,3,,4,2,,,2485,2,2,1,,85,2976,2976,2976,,,,5216,
209542,Oregon State University,127,OR,41,1,25,3742,1,20,15,2,529,27,1,1,1,8,10,94,18,13,3,1,4,1,1,,8,6,3,11,1,2,8,2,18,2,2,5,4,8,,3,3,2631,7,4,3,,5,22,7,1,2,216,,7,1,,2604,2604,2604,,,,5598,
107512,Ouachita Baptist University,367,AR,5,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3300,2930,,,,25,
194310,Pace University,153,NY,36,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194,2944,3344,,,,833,
155681,Pittsburg State University,148,KS,20,1,35,995,1,,2,47,,2,,,,1,,,,1,1,1,602,,1,,,,4,,,274,,2,,,,,,,,,41,,,,,,,10,,,,,,,,5,3766,4342,4342,,,,638,
130183,Post University,-2,CT,9,3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,3450,3450,,,,6137,
243780,Purdue University-Main Campus,107,IN,18,1,17,6824,6,3,10,8,308,34,50,3,2,85,43,9,5,597,4237,8,12,54,2,6,37,88,129,44,3,71,1,5,4,11,139,8,78,28,2,168,9,6,102,4,6,,46,111,2,2,65,43,2,52,,76,1630,1630,3160,,,,1226,
148131,Quincy University,145,IL,17,2,35,229,,,,,,1,,,1,3,1,,,120,5,4,2,1,,,,,,,,79,,,,,,,,,,1,,,,,,,,,,,,,,11,,,2150,3400,3400,,,,81,
227757,Rice University,111,TX,48,2,15,911,5,1,7,5,103,11,5,,3,38,27,,,23,7,,8,2,14,4,14,7,2,9,3,13,1,3,1,2,20,8,23,8,,11,15,7,11,,1,,11,436,4,,9,15,1,9,,4,2500,2500,2500,,,,26,
186380,Rutgers University-New Brunswick,107,NJ,34,1,31,5568,,1,3,1,35,4,20,2,2,23,10,3,,17,2,1,,1,,1,28,17,5,3,,3,,1,1,5,5157,1,101,7,1,7,1,,59,1,5,,4,13,,,17,2,1,2,,,3137,3137,3137,,,,2717,
172051,Saginaw Valley State University,144,MI,26,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,3294,3294,,,,1367,
183239,Saint Anselm College,153,NH,33,2,14,546,,,1,,4,1,13,,,2,3,,,,1,,,,,30,8,303,2,1,,,,,,110,7,,14,1,,1,,,3,19,,,1,2,,9,2,1,,1,,6,1500,2000,2000,,,,24,
199582,Saint Augustine's University,140,NC,37,2,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,5280,3825,,,,79,
122409,San Diego State University,203,CA,6,1,34,5018,1,2,44,,4197,66,21,3,1,14,7,33,6,51,4,2,4,1,3,3,26,33,12,22,,7,5,1,26,5,56,9,44,9,,12,4,29,39,5,1,1,4,48,8,2,23,112,,12,,,2944,3369,2992,,,,4112,
122755,San Jose State University,203,CA,6,1,43,4352,,,5,,4295,,2,,2,5,,14,,1,,1,,,,,1,1,1,1,,1,,,3,,,,1,,,1,,4,1,,,,,5,,,2,5,,,,,2903,2974,3015,,,,4964,
140960,Savannah State University,121,GA,13,1,73,869,6,,,,1,,,,2,73,739,,,,1,,,,1,,6,,1,,,2,,,,,1,,,1,,4,,,1,,19,1,2,2,,,5,,1,,,,2064,2308,2308,,,,431,
215947,Seton Hill University,158,PA,42,2,23,411,,,,,3,,2,,,13,2,,,3,,,,,,,26,,2,,2,,,,,,5,,19,,,12,,1,313,,,,,1,,,6,,1,,,,2500,3000,2300,,,,201,
199643,Shaw University,140,NC,37,2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,4390,4390,,,,205,
237792,Shepherd University,370,WV,54,1,33,594,,,,,,,,4,7,,1,,,,,,,,,,114,,,,,,,,,,1,,,,,,1,,12,,,,1,,,,40,,413,,,,2875,3500,3500,,,,876,
216010,Shippensburg University of Pennsylvania,193,PA,42,1,32,1213,,,,,,,1,7,4,,,1,,,,,,,,,37,1,,,,,,,,,11,,1,1,,,,,1135,,,,,,,,10,,4,,,,3258,3258,3258,,,,322,
140988,Shorter University,146,GA,13,2,45,263,18,,,,,,,,,24,211,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,2,,5,,,,,,,,,,2160,6501,3735,,,,302,
216038,Slippery Rock University of Pennsylvania,158,PA,42,1,33,1590,,,,,1,,,1,1,4,,,,3,,,,,,,12,1,,1,,1,,,,,12,,26,2,,74,1,1,1433,,,,,,,,10,,5,1,,,2300,3628,4844,,,,560,
219347,South Dakota School of Mines and Technology,159,SD,46,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4400,4400,,,,246,
207847,Southeastern Oklahoma State University,367,OK,40,1,44,521,,,,1,,,,,,1,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,1,354,,1,,,,,159,,,,,,,,,2897,3760,4710,,,,874,
107983,Southern Arkansas University Main Campus,367,AR,5,1,49,868,,,,641,,,,,,,,,,2,3,,,,70,,,1,,,1,,,,,,,,,,,,4,,,,,,6,138,,,1,,,1,,,5557,7094,6126,,,,436,
130493,Southern Connecticut State University,153,CT,9,1,39,1379,,,,,1,1,1315,1,,2,,,,1,,,,1,,1,,17,,1,,,,,,,6,,22,,,,,,1,,1,,,2,,2,,,,,,4,1467,3816,1908,,,,1077,
228246,Southern Methodist University,372,TX,48,2,12,1318,20,1,18,22,198,29,39,1,1,70,33,3,,60,4,1,11,8,20,,10,16,6,13,5,40,1,2,7,,14,3,16,14,,12,21,3,13,,11,,35,498,1,,8,6,9,,1,14,2600,2600,2600,,,,207,
206862,Southern Nazarene University,367,OK,40,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,,,,531,
179326,Southwest Baptist University,145,MO,29,2,41,446,,1,3,17,3,2,,,,,1,,,19,1,6,18,1,,,1,,1,1,1,328,,3,1,,1,,,,1,,14,,,,,1,,21,,,,,,,,,2000,2000,2000,,,,529,
175078,Southwest Minnesota State University,155,MN,27,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,3156,3156,,,,477,
